Id,StageName,CreatedDate,OpportunityId
0080L00001T1m3SQAR,Presentation Booked,2017-07-20T16:26:59.000+0000,0060L00000jgTQiQAM
0080L00001T1m2PQAR,Presentation Booked,2017-07-20T16:24:42.000+0000,0060L00000jgTQiQAM
0080L00001Ud8vHQAR,Closed Lost,2017-09-07T17:03:53.000+0000,0060L00000jgTgvQAE
0080L00001USlJqQAL,Presentation Delivered,2017-08-18T21:23:26.000+0000,0060L00000jgTgvQAE
0080L00001USiVUQA1,Closed Lost,2017-08-18T17:15:03.000+0000,0060L00000jgTgvQAE
0080L00001T1n21QAB,Presentation Delivered,2017-07-20T17:59:41.000+0000,0060L00000jgTgvQAE
0080L00001T1n1rQAB,Presentation Booked,2017-07-20T17:59:30.000+0000,0060L00000jgTgvQAE
0080L00001T1n13QAB,Presentation Booked,2017-07-20T17:58:34.000+0000,0060L00000jgTgvQAE
0080L00001T1n0UQAR,Presentation Booked,2017-07-20T17:57:32.000+0000,0060L00000jgTgvQAE
0080L00001T1n05QAB,Presentation Booked,2017-07-20T17:57:03.000+0000,0060L00000jgTgvQAE
0080L00001MbZSjQAN,Closed Lost,2017-11-14T16:56:22.000+0000,0060L00000jgTknQAE
0080L00001UdfjPQAR,Prospecting,2017-09-12T22:41:02.000+0000,0060L00000jgTknQAE
0080L00001UdfjFQAR,Presentation Booked,2017-09-12T22:40:50.000+0000,0060L00000jgTknQAE
0080L00001Ud0mDQAR,Presentation Delivered,2017-09-06T18:46:01.000+0000,0060L00000jgTknQAE
0080L00001T1nHGQAZ,Presentation Booked,2017-07-20T18:17:47.000+0000,0060L00000jgTknQAE
0080L00001T1nE7QAJ,Presentation Booked,2017-07-20T18:14:01.000+0000,0060L00000jgTknQAE
0080L00001TwM29QAF,Closed Lost,2017-08-07T18:44:04.000+0000,0060L00000jgVdlQAE
0080L00001TvuESQAZ,Presentation Delivered,2017-08-02T20:22:02.000+0000,0060L00000jgVdlQAE
0080L00001T1tgiQAB,Presentation Booked,2017-07-21T15:26:57.000+0000,0060L00000jgVdlQAE
0080L00001T1tdtQAB,Presentation Booked,2017-07-21T15:23:36.000+0000,0060L00000jgVdlQAE
0080L00001Yvjq9QAB,Closed Lost,2017-12-27T23:20:08.000+0000,0060L00000jgWWyQAM
0080L00001Tvu8UQAR,Presentation Delivered,2017-08-02T20:15:39.000+0000,0060L00000jgWWyQAM
0080L00001T1wAqQAJ,Presentation Booked,2017-07-21T18:46:42.000+0000,0060L00000jgWWyQAM
0080L00001T1w9xQAB,Presentation Booked,2017-07-21T18:46:10.000+0000,0060L00000jgWWyQAM
0080L00001Y0J0QQAV,Closed Lost,2017-11-30T19:20:46.000+0000,0060L00000jgWnBQAU
0080L00001T1xANQAZ,Presentation Booked,2017-07-21T19:57:15.000+0000,0060L00000jgWnBQAU
0080L00001T1x9jQAB,Presentation Booked,2017-07-21T19:56:40.000+0000,0060L00000jgWnBQAU
0080L00001TusF9QAJ,Closed Won,2017-07-25T23:01:11.000+0000,0060L00000jgZHcQAM
0080L00001TuqOsQAJ,Warm: Buying Signals,2017-07-25T20:22:35.000+0000,0060L00000jgZHcQAM
0080L00001TuqLaQAJ,Warm: Buying Signals,2017-07-25T20:22:05.000+0000,0060L00000jgZHcQAM
0080L00001T252HQAR,Prospecting,2017-07-24T15:36:03.000+0000,0060L00000jgZHcQAM
0080L00001TxRldQAF,Closed Won,2017-08-17T17:41:02.000+0000,0060L00000jgZY9QAM
0080L00001Tvm2LQAR,Contract Sent,2017-08-01T23:03:02.000+0000,0060L00000jgZY9QAM
0080L00001Tvm2BQAR,Hot: Negotiation/Review,2017-08-01T23:02:52.000+0000,0060L00000jgZY9QAM
0080L00001TvHfmQAF,Hot: Negotiation/Review,2017-07-28T18:32:49.000+0000,0060L00000jgZY9QAM
0080L00001Tv9DBQAZ,Presentation Delivered,2017-07-27T20:04:00.000+0000,0060L00000jgZY9QAM
0080L00001T26JTQAZ,Presentation Booked,2017-07-24T16:42:39.000+0000,0060L00000jgZY9QAM
0080L00001T26J9QAJ,Presentation Booked,2017-07-24T16:42:16.000+0000,0060L00000jgZY9QAM
0080L00001Udah9QAB,Closed Lost,2017-09-12T15:19:38.000+0000,0060L00000jgZaPQAU
0080L00001UdagGQAR,Warm: Buying Signals,2017-09-12T15:19:09.000+0000,0060L00000jgZaPQAU
0080L00001TuyfwQAB,Closed Lost,2017-07-26T17:54:05.000+0000,0060L00000jgZaPQAU
0080L00001T26QKQAZ,Prospecting,2017-07-24T16:53:31.000+0000,0060L00000jgZaPQAU
0080h00002qGDH4AAO,Closed Lost,2018-06-10T05:30:42.000+0000,0060L00000jgZpeQAE
0080L00001YxnpcQAB,Presentation Delivered,2018-01-18T22:17:37.000+0000,0060L00000jgZpeQAE
0080L00001WijUcQAJ,Presentation Delivered,2017-10-12T14:54:27.000+0000,0060L00000jgZpeQAE
0080L00001T27DvQAJ,Presentation Booked,2017-07-24T18:08:44.000+0000,0060L00000jgZpeQAE
0080L00001T27CPQAZ,Presentation Booked,2017-07-24T18:08:15.000+0000,0060L00000jgZpeQAE
0080h00002qlfGXAAY,Closed Lost,2018-09-25T18:06:55.000+0000,0060L00000jga5IQAQ
0080L00001UcMVxQAN,Presentation Delivered,2017-08-30T23:23:30.000+0000,0060L00000jga5IQAQ
0080L00001T2809QAB,Presentation Booked,2017-07-24T19:09:51.000+0000,0060L00000jga5IQAQ
0080L00001T27zpQAB,Presentation Booked,2017-07-24T19:09:28.000+0000,0060L00000jga5IQAQ
0080h00002qjl51AAA,Closed Lost,2018-08-17T02:59:01.000+0000,0060L00000jga7EQAQ
0080h00002qjl52AAA,Closed Lost,2018-08-17T02:59:01.000+0000,0060L00000jga7EQAQ
0080h00002qIRGXAA4,Presentation Delivered,2018-07-23T06:05:06.000+0000,0060L00000jga7EQAQ
0080L00001TvucoQAB,Presentation Delivered,2017-08-02T20:51:10.000+0000,0060L00000jga7EQAQ
0080L00001T286RQAR,Presentation Booked,2017-07-24T19:20:00.000+0000,0060L00000jga7EQAQ
0080L00001T285YQAR,Presentation Booked,2017-07-24T19:18:38.000+0000,0060L00000jga7EQAQ
0080L00001MbYfcQAF,Closed Lost,2017-11-14T16:06:08.000+0000,0060L00000jganFQAQ
0080L00001UTRlmQAH,Presentation Delivered,2017-08-25T16:31:40.000+0000,0060L00000jganFQAQ
0080L00001UTRlcQAH,Presentation Delivered,2017-08-25T16:31:32.000+0000,0060L00000jganFQAQ
0080L00001T2AQ9QAN,Presentation Booked,2017-07-24T22:04:37.000+0000,0060L00000jganFQAQ
0080L00001T2AN5QAN,Presentation Booked,2017-07-24T22:00:06.000+0000,0060L00000jganFQAQ
0080L00001Y0J0RQAV,Closed Lost,2017-11-30T19:20:46.000+0000,0060L00000jgauzQAA
0080L00001T2AozQAF,Prospecting,2017-07-24T22:53:50.000+0000,0060L00000jgauzQAA
0080h00002qjhzVAAQ,Closed Lost,2018-08-16T22:17:34.000+0000,0060L00000jgaxQQAQ
0080h00002qjhzWAAQ,Closed Lost,2018-08-16T22:17:34.000+0000,0060L00000jgaxQQAQ
0080h00002qHm5yAAC,Warm: Buying Signals,2018-07-11T20:01:21.000+0000,0060L00000jgaxQQAQ
0080L00001YxUIBQA3,Warm: Buying Signals,2018-01-16T19:54:20.000+0000,0060L00000jgaxQQAQ
0080L00001MbC1nQAF,Warm: Buying Signals,2017-11-09T23:17:07.000+0000,0060L00000jgaxQQAQ
0080L00001Wi7pBQAR,Warm: Buying Signals,2017-10-05T21:39:33.000+0000,0060L00000jgaxQQAQ
0080L00001T2AwJQAV,Warm: Buying Signals,2017-07-24T23:19:01.000+0000,0060L00000jgaxQQAQ
0080h00002qjVX0AAM,Closed Lost,2018-08-14T16:35:04.000+0000,0060L00000jgbeoQAA
0080L00001TvyJSQAZ,Closed Lost,2017-08-03T14:07:07.000+0000,0060L00000jgbeoQAA
0080L00001TvKhgQAF,Warm: Buying Signals,2017-07-28T22:47:43.000+0000,0060L00000jgbeoQAA
0080L00001TumQuQAJ,Presentation Booked,2017-07-25T15:52:29.000+0000,0060L00000jgbeoQAA
0080L00001TumQ1QAJ,Presentation Booked,2017-07-25T15:51:33.000+0000,0060L00000jgbeoQAA
0080L00001TukWqQAJ,Prospecting,2017-07-25T13:38:14.000+0000,0060L00000jgbeoQAA
0080h00002qIGOjAAO,Closed Lost,2018-07-18T02:17:17.000+0000,0060L00000jgbrYQAQ
0080L00001YwihtQAB,Warm: Buying Signals,2018-01-08T23:04:29.000+0000,0060L00000jgbrYQAQ
0080L00001MbZ4mQAF,Warm: Buying Signals,2017-11-14T16:31:18.000+0000,0060L00000jgbrYQAQ
0080L00001Ud4IkQAJ,Presentation Delivered,2017-09-07T03:16:09.000+0000,0060L00000jgbrYQAQ
0080L00001TulFlQAJ,Presentation Booked,2017-07-25T14:32:23.000+0000,0060L00000jgbrYQAQ
0080L00001TulFCQAZ,Presentation Booked,2017-07-25T14:31:55.000+0000,0060L00000jgbrYQAQ
0080L00001YwaIqQAJ,Closed Lost,2018-01-08T03:46:53.000+0000,0060L00000jgcmyQAA
0080L00001TuoTlQAJ,Warm: Buying Signals,2017-07-25T18:14:25.000+0000,0060L00000jgcmyQAA
0080h00002qJTmzAAG,Closed Lost,2018-08-09T16:37:58.000+0000,0060L00000jge74QAA
0080L00001TusJzQAJ,Presentation Booked,2017-07-25T23:20:54.000+0000,0060L00000jge74QAA
0080L00001TusJkQAJ,Prospecting,2017-07-25T23:20:31.000+0000,0060L00000jge74QAA
0080L00001YzM8RQAV,Closed Lost,2018-02-01T19:47:06.000+0000,0060L00000jgfrwQAA
0080L00001YwP8eQAF,Contract Sent,2018-01-04T21:52:13.000+0000,0060L00000jgfrwQAA
0080L00001Y1DtdQAF,Hot: Negotiation/Review,2017-12-07T22:11:56.000+0000,0060L00000jgfrwQAA
0080L00001MaP3bQAF,Hot: Negotiation/Review,2017-11-03T18:19:16.000+0000,0060L00000jgfrwQAA
0080L00001WioovQAB,Warm: Buying Signals,2017-10-12T21:41:14.000+0000,0060L00000jgfrwQAA
0080L00001USlqzQAD,Warm: Buying Signals,2017-08-18T22:34:07.000+0000,0060L00000jgfrwQAA
0080L00001TuwTAQAZ,Presentation Booked,2017-07-26T15:12:04.000+0000,0060L00000jgfrwQAA
0080L00001TuwSbQAJ,Presentation Booked,2017-07-26T15:11:30.000+0000,0060L00000jgfrwQAA
0080L00001YyRsLQAV,Closed Won,2018-01-24T23:55:35.000+0000,0060L00000jgfs1QAA
0080L00001Ue8M1QAJ,Closed Won,2017-09-18T20:57:40.000+0000,0060L00000jgfs1QAA
0080L00001UdnCeQAJ,Contract Sent,2017-09-13T21:21:10.000+0000,0060L00000jgfs1QAA
0080L00001UdKbSQAV,Contract Sent,2017-09-08T21:42:13.000+0000,0060L00000jgfs1QAA
0080L00001UdKbIQAV,Contract Sent,2017-09-08T21:41:51.000+0000,0060L00000jgfs1QAA
0080L00001UTVpxQAH,Contract Sent,2017-08-25T21:40:47.000+0000,0060L00000jgfs1QAA
0080L00001USlnlQAD,Contract Sent,2017-08-18T22:17:56.000+0000,0060L00000jgfs1QAA
0080L00001USlngQAD,Contract Sent,2017-08-18T22:17:23.000+0000,0060L00000jgfs1QAA
0080L00001USlnbQAD,Contract Sent,2017-08-18T22:16:06.000+0000,0060L00000jgfs1QAA
0080L00001TvSeUQAV,Contract Sent,2017-07-31T14:55:40.000+0000,0060L00000jgfs1QAA
0080L00001TvHvGQAV,Warm: Buying Signals,2017-07-28T18:53:24.000+0000,0060L00000jgfs1QAA
0080L00001Tv1baQAB,Presentation Booked,2017-07-26T20:59:33.000+0000,0060L00000jgfs1QAA
0080L00001TuwSXQAZ,Prospecting,2017-07-26T15:11:32.000+0000,0060L00000jgfs1QAA
0080L00001Wi9wYQAR,Closed Lost,2017-10-06T13:28:14.000+0000,0060L00000jgg7VQAQ
0080L00001Wi7pzQAB,Closed Won,2017-10-05T21:41:33.000+0000,0060L00000jgg7VQAQ
0080L00001UdemwQAB,Hot: Negotiation/Review,2017-09-12T20:45:37.000+0000,0060L00000jgg7VQAQ
0080L00001UcrxgQAB,Hot: Negotiation/Review,2017-09-05T19:41:31.000+0000,0060L00000jgg7VQAQ
0080L00001Ucrx7QAB,Hot: Negotiation/Review,2017-09-05T19:41:09.000+0000,0060L00000jgg7VQAQ
0080L00001UcrwjQAB,Hot: Negotiation/Review,2017-09-05T19:40:49.000+0000,0060L00000jgg7VQAQ
0080L00001TvGflQAF,Warm: Buying Signals,2017-07-28T17:16:00.000+0000,0060L00000jgg7VQAQ
0080L00001Tv01pQAB,Presentation Booked,2017-07-26T19:32:16.000+0000,0060L00000jgg7VQAQ
0080L00001TuxVvQAJ,Presentation Booked,2017-07-26T16:18:55.000+0000,0060L00000jgg7VQAQ
0080L00001Wh9iGQAR,Closed Lost,2017-09-28T20:37:41.000+0000,0060L00000jggUUQAY
0080L00001TvuFVQAZ,Presentation Delivered,2017-08-02T20:23:26.000+0000,0060L00000jggUUQAY
0080L00001Tuz14QAB,Presentation Booked,2017-07-26T18:29:28.000+0000,0060L00000jggUUQAY
0080L00001Tuz07QAB,Presentation Booked,2017-07-26T18:27:47.000+0000,0060L00000jggUUQAY
0080L00001Wj5lKQAR,Closed Lost,2017-10-16T15:30:47.000+0000,0060L00000jggd2QAA
0080L00001UT065QAD,Presentation Delivered,2017-08-22T16:41:02.000+0000,0060L00000jggd2QAA
0080L00001TuzdhQAB,Presentation Booked,2017-07-26T19:10:26.000+0000,0060L00000jggd2QAA
0080L00001TuzXoQAJ,Presentation Booked,2017-07-26T19:03:47.000+0000,0060L00000jggd2QAA
0080h00002pTTPVAA4,Closed Won,2018-04-18T19:01:09.000+0000,0060L00000jghFrQAI
0080L00001Ucs9NQAR,Closed Won,2017-09-05T19:55:21.000+0000,0060L00000jghFrQAI
0080L00001UclCIQAZ,Contract Sent,2017-09-05T03:26:10.000+0000,0060L00000jghFrQAI
0080L00001TxEJ2QAN,Contract Sent,2017-08-16T00:53:10.000+0000,0060L00000jghFrQAI
0080L00001TxEIxQAN,Contract Sent,2017-08-16T00:52:54.000+0000,0060L00000jghFrQAI
0080L00001TwliHQAR,Contract Sent,2017-08-10T16:28:45.000+0000,0060L00000jghFrQAI
0080L00001Tv2ONQAZ,Hot: Negotiation/Review,2017-07-26T22:04:26.000+0000,0060L00000jghFrQAI
0080L00001Tv2NtQAJ,Hot: Negotiation/Review,2017-07-26T22:03:57.000+0000,0060L00000jghFrQAI
0080L00001Tv2NeQAJ,Hot: Negotiation/Review,2017-07-26T22:02:22.000+0000,0060L00000jghFrQAI
0080h00002qHWP3AAO,Closed Lost,2018-07-05T17:50:18.000+0000,0060L00000jgiH5QAI
0080h00002UPy3PAAT,Presentation Delivered,2018-03-14T18:16:56.000+0000,0060L00000jgiH5QAI
0080h00002UPlMAAA1,Presentation Delivered,2018-03-08T22:47:26.000+0000,0060L00000jgiH5QAI
0080L00001YwyhFQAR,Warm: Buying Signals,2018-01-10T20:59:42.000+0000,0060L00000jgiH5QAI
0080L00001Y2bLqQAJ,Warm: Buying Signals,2017-12-20T16:36:23.000+0000,0060L00000jgiH5QAI
0080L00001Y19UPQAZ,Warm: Buying Signals,2017-12-07T16:39:28.000+0000,0060L00000jgiH5QAI
0080L00001Y19SnQAJ,Hot: Negotiation/Review,2017-12-07T16:38:06.000+0000,0060L00000jgiH5QAI
0080L00001Mb68YQAR,Hot: Negotiation/Review,2017-11-09T15:55:53.000+0000,0060L00000jgiH5QAI
0080L00001MaFUwQAN,Hot: Negotiation/Review,2017-11-02T18:51:19.000+0000,0060L00000jgiH5QAI
0080L00001MZdiRQAT,Warm: Buying Signals,2017-10-27T16:54:25.000+0000,0060L00000jgiH5QAI
0080L00001MZIniQAH,Warm: Buying Signals,2017-10-24T22:31:55.000+0000,0060L00000jgiH5QAI
0080L00001Tv5ltQAB,Presentation Booked,2017-07-27T15:14:34.000+0000,0060L00000jgiH5QAI
0080L00001Tv5k2QAB,Presentation Booked,2017-07-27T15:11:56.000+0000,0060L00000jgiH5QAI
0080L00001YvjqdQAB,Closed Lost,2017-12-27T23:23:31.000+0000,0060L00000jgiWZQAY
0080L00001WjB1YQAV,Presentation Delivered,2017-10-16T21:51:11.000+0000,0060L00000jgiWZQAY
0080L00001Tw582QAB,Presentation Delivered,2017-08-03T22:04:31.000+0000,0060L00000jgiWZQAY
0080L00001Tv6acQAB,Presentation Booked,2017-07-27T16:19:53.000+0000,0060L00000jgiWZQAY
0080L00001Tv6Z0QAJ,Presentation Booked,2017-07-27T16:18:13.000+0000,0060L00000jgiWZQAY
0080L00001YvjrbQAB,Closed Lost,2017-12-27T23:28:14.000+0000,0060L00000jgil0QAA
0080L00001Ud4CcQAJ,Presentation Delivered,2017-09-07T02:36:01.000+0000,0060L00000jgil0QAA
0080L00001USl8UQAT,Presentation Delivered,2017-08-18T21:07:21.000+0000,0060L00000jgil0QAA
0080L00001TvvBZQAZ,Closed Lost,2017-08-02T21:33:35.000+0000,0060L00000jgil0QAA
0080L00001Tv7T8QAJ,Presentation Booked,2017-07-27T17:32:45.000+0000,0060L00000jgil0QAA
0080L00001Tv7SAQAZ,Presentation Booked,2017-07-27T17:31:20.000+0000,0060L00000jgil0QAA
0080L00001TxMUrQAN,Closed Lost,2017-08-16T22:17:18.000+0000,0060L00000jgimSQAQ
0080L00001Tv7WWQAZ,Prospecting,2017-07-27T17:36:59.000+0000,0060L00000jgimSQAQ
0080L00001MbZK6QAN,Closed Lost,2017-11-14T16:46:36.000+0000,0060L00000jginLQAQ
0080L00001Tv7j6QAB,Presentation Booked,2017-07-27T17:52:26.000+0000,0060L00000jginLQAQ
0080L00001Tv7ZfQAJ,Presentation Booked,2017-07-27T17:41:09.000+0000,0060L00000jginLQAQ
0080L00001YvjrqQAB,Closed Lost,2017-12-27T23:29:25.000+0000,0060L00000jgjesQAA
0080L00001Tw5clQAB,Presentation Delivered,2017-08-03T22:46:38.000+0000,0060L00000jgjesQAA
0080L00001TvKPrQAN,Presentation Booked,2017-07-28T22:15:56.000+0000,0060L00000jgjesQAA
0080L00001TvAyYQAV,Presentation Booked,2017-07-27T22:27:43.000+0000,0060L00000jgjesQAA
0080L00001TvAulQAF,Presentation Booked,2017-07-27T22:25:15.000+0000,0060L00000jgjesQAA
0080L00001WiQbjQAF,Closed Lost,2017-10-10T15:04:07.000+0000,0060L00000jglEhQAI
0080L00001WhaloQAB,Warm: Buying Signals,2017-10-02T20:04:29.000+0000,0060L00000jglEhQAI
0080L00001UcLWGQA3,Warm: Buying Signals,2017-08-30T21:09:42.000+0000,0060L00000jglEhQAI
0080L00001TwJp2QAF,Presentation Delivered,2017-08-07T15:57:27.000+0000,0060L00000jglEhQAI
0080L00001TvEsTQAV,Presentation Booked,2017-07-28T15:03:52.000+0000,0060L00000jglEhQAI
0080L00001TvElwQAF,Presentation Booked,2017-07-28T14:55:43.000+0000,0060L00000jglEhQAI
0080L00001Yw3TPQAZ,Closed Lost,2018-01-02T16:58:14.000+0000,0060L00000jglU6QAI
0080L00001YvqUMQAZ,Presentation Delivered,2017-12-29T05:59:13.000+0000,0060L00000jglU6QAI
0080L00001MbYhsQAF,Presentation Delivered,2017-11-14T16:08:08.000+0000,0060L00000jglU6QAI
0080L00001Tvj8VQAR,Presentation Delivered,2017-08-01T19:55:14.000+0000,0060L00000jglU6QAI
0080L00001TvFuaQAF,Presentation Booked,2017-07-28T16:19:12.000+0000,0060L00000jglU6QAI
0080L00001TvFlTQAV,Presentation Booked,2017-07-28T16:08:30.000+0000,0060L00000jglU6QAI
0080L00001YvjsPQAR,Closed Lost,2017-12-27T23:30:38.000+0000,0060L00000jgmGUQAY
0080L00001TvlxaQAB,Presentation Delivered,2017-08-01T22:55:06.000+0000,0060L00000jgmGUQAY
0080L00001TvItfQAF,Presentation Booked,2017-07-28T20:18:53.000+0000,0060L00000jgmGUQAY
0080L00001TvInXQAV,Presentation Booked,2017-07-28T20:10:40.000+0000,0060L00000jgmGUQAY
0080L00001Yw4fvQAB,Closed Lost,2018-01-02T18:30:40.000+0000,0060L00000jgqnpQAA
0080L00001TvUwtQAF,Presentation Booked,2017-07-31T17:14:21.000+0000,0060L00000jgqnpQAA
0080L00001TvUweQAF,Presentation Booked,2017-07-31T17:13:57.000+0000,0060L00000jgqnpQAA
0080L00001Wiln6QAB,Closed Lost,2017-10-12T17:53:32.000+0000,0060L00000jgqqZQAQ
0080L00001TwKeEQAV,Presentation Delivered,2017-08-07T16:52:49.000+0000,0060L00000jgqqZQAQ
0080L00001TvV9iQAF,Presentation Booked,2017-07-31T17:28:36.000+0000,0060L00000jgqqZQAQ
0080L00001TvV4oQAF,Presentation Booked,2017-07-31T17:24:16.000+0000,0060L00000jgqqZQAQ
0080L00001XyYweQAF,Closed Lost,2017-11-15T05:04:51.000+0000,0060L00000jgqvZQAQ
0080L00001Ud4R3QAJ,Presentation Delivered,2017-09-07T04:52:21.000+0000,0060L00000jgqvZQAQ
0080L00001Ud4QyQAJ,Presentation Delivered,2017-09-07T04:49:59.000+0000,0060L00000jgqvZQAQ
0080L00001TvVa5QAF,Presentation Booked,2017-07-31T17:55:20.000+0000,0060L00000jgqvZQAQ
0080L00001TvVURQA3,Presentation Booked,2017-07-31T17:48:09.000+0000,0060L00000jgqvZQAQ
0080L00001Wh1cjQAB,Closed Lost,2017-09-28T04:28:23.000+0000,0060L00000jgr7aQAA
0080L00001USlquQAD,Presentation Delivered,2017-08-18T22:33:58.000+0000,0060L00000jgr7aQAA
0080L00001TvWNWQA3,Presentation Booked,2017-07-31T18:50:43.000+0000,0060L00000jgr7aQAA
0080L00001TvWLfQAN,Presentation Booked,2017-07-31T18:48:19.000+0000,0060L00000jgr7aQAA
0080L00001YwQ1PQAV,Closed Lost,2018-01-04T23:46:35.000+0000,0060L00000jgrCGQAY
0080L00001MaPCdQAN,Warm: Buying Signals,2017-11-03T18:30:15.000+0000,0060L00000jgrCGQAY
0080L00001UT2vlQAD,Warm: Buying Signals,2017-08-22T20:17:56.000+0000,0060L00000jgrCGQAY
0080L00001UT2u5QAD,Warm: Buying Signals,2017-08-22T20:17:37.000+0000,0060L00000jgrCGQAY
0080L00001TvWjNQAV,Presentation Booked,2017-07-31T19:12:47.000+0000,0060L00000jgrCGQAY
0080L00001TvWi0QAF,Presentation Booked,2017-07-31T19:12:01.000+0000,0060L00000jgrCGQAY
0080L00001ZyeFHQAZ,Closed Lost,2018-02-26T21:47:02.000+0000,0060L00000jgrD9QAI
0080L00001TvXLvQAN,Presentation Booked,2017-07-31T19:56:14.000+0000,0060L00000jgrD9QAI
0080L00001TvWnFQAV,Presentation Booked,2017-07-31T19:15:22.000+0000,0060L00000jgrD9QAI
0080L00001UTi1IQAT,Closed Won,2017-08-28T21:33:49.000+0000,0060L00000jgrMVQAY
0080L00001UThyYQAT,Presentation Delivered,2017-08-28T21:31:40.000+0000,0060L00000jgrMVQAY
0080L00001UT3fVQAT,Contract Sent,2017-08-22T21:17:47.000+0000,0060L00000jgrMVQAY
0080L00001USkaHQAT,Warm: Buying Signals,2017-08-18T20:18:30.000+0000,0060L00000jgrMVQAY
0080L00001TwXlAQAV,Presentation Delivered,2017-08-08T21:27:24.000+0000,0060L00000jgrMVQAY
0080L00001TvXNmQAN,Presentation Booked,2017-07-31T19:57:58.000+0000,0060L00000jgrMVQAY
0080L00001TvXL7QAN,Presentation Booked,2017-07-31T19:55:38.000+0000,0060L00000jgrMVQAY
0080L00001WinTOQAZ,Closed Lost,2017-10-12T19:55:23.000+0000,0060L00000jgrmuQAA
0080L00001Wi7pDQAR,Warm: Buying Signals,2017-10-05T21:39:33.000+0000,0060L00000jgrmuQAA
0080L00001UdFBQQA3,Warm: Buying Signals,2017-09-08T14:06:06.000+0000,0060L00000jgrmuQAA
0080L00001Tx8NtQAJ,Warm: Buying Signals,2017-08-14T21:10:01.000+0000,0060L00000jgrmuQAA
0080L00001Tx5GPQAZ,Presentation Booked,2017-08-14T16:39:00.000+0000,0060L00000jgrmuQAA
0080L00001Tx5FlQAJ,Presentation Booked,2017-08-14T16:38:29.000+0000,0060L00000jgrmuQAA
0080L00001TvZJYQA3,Prospecting,2017-07-31T21:57:29.000+0000,0060L00000jgrmuQAA
0080L00001XyZ2SQAV,Closed Lost,2017-11-15T05:40:22.000+0000,0060L00000jgrvwQAA
0080L00001WiopAQAR,Warm: Buying Signals,2017-10-12T21:42:10.000+0000,0060L00000jgrvwQAA
0080L00001UcZzlQAF,Warm: Buying Signals,2017-09-01T14:47:55.000+0000,0060L00000jgrvwQAA
0080L00001UT4TPQA1,Warm: Buying Signals,2017-08-22T22:57:22.000+0000,0060L00000jgrvwQAA
0080L00001TvaH9QAJ,Presentation Booked,2017-07-31T23:03:58.000+0000,0060L00000jgrvwQAA
0080L00001TvaCxQAJ,Presentation Booked,2017-07-31T22:59:18.000+0000,0060L00000jgrvwQAA
0080h00002UQVrJAAX,Closed Lost,2018-03-26T16:27:43.000+0000,0060L00000jgt25QAA
0080h00002pJFu7AAG,Closed Lost,2018-03-05T22:27:16.000+0000,0060L00000jgt25QAA
0080L00001YwOxCQAV,Closed Lost,2018-01-04T21:30:49.000+0000,0060L00000jgt25QAA
0080L00001YvSFKQA3,Contract Sent,2017-12-22T18:52:56.000+0000,0060L00000jgt25QAA
0080L00001Y2bzWQAR,Contract Sent,2017-12-20T17:36:22.000+0000,0060L00000jgt25QAA
0080L00001Mb2EZQAZ,Contract Sent,2017-11-09T06:44:56.000+0000,0060L00000jgt25QAA
0080L00001Wi89zQAB,Contract Sent,2017-10-05T23:04:44.000+0000,0060L00000jgt25QAA
0080L00001UeK00QAF,Contract Sent,2017-09-20T16:22:18.000+0000,0060L00000jgt25QAA
0080L00001Ue8srQAB,Hot: Negotiation/Review,2017-09-18T23:01:27.000+0000,0060L00000jgt25QAA
0080L00001Ue8scQAB,Hot: Negotiation/Review,2017-09-18T23:00:08.000+0000,0060L00000jgt25QAA
0080L00001USlr9QAD,Presentation Delivered,2017-08-18T22:34:25.000+0000,0060L00000jgt25QAA
0080L00001TvjYsQAJ,Presentation Booked,2017-08-01T20:13:40.000+0000,0060L00000jgt25QAA
0080L00001TvfOeQAJ,Prospecting,2017-08-01T15:28:02.000+0000,0060L00000jgt25QAA
0080L00001WicgCQAR,Closed Lost,2017-10-11T19:05:52.000+0000,0060L00000jgtIXQAY
0080L00001TxMbJQAV,Presentation Delivered,2017-08-16T22:46:30.000+0000,0060L00000jgtIXQAY
0080L00001TwLwzQAF,Warm: Buying Signals,2017-08-07T18:36:16.000+0000,0060L00000jgtIXQAY
0080L00001TvgYQQAZ,Presentation Booked,2017-08-01T16:43:40.000+0000,0060L00000jgtIXQAY
0080L00001TvgXmQAJ,Presentation Booked,2017-08-01T16:43:11.000+0000,0060L00000jgtIXQAY
0080L00001ZydwxQAB,Closed Lost,2018-02-26T21:28:14.000+0000,0060L00000jgtUTQAY
0080L00001TvhQrQAJ,Presentation Booked,2017-08-01T17:49:48.000+0000,0060L00000jgtUTQAY
0080L00001TvhMfQAJ,Presentation Booked,2017-08-01T17:43:28.000+0000,0060L00000jgtUTQAY
0080L00001Y0CHzQAN,Closed Lost,2017-11-29T23:47:43.000+0000,0060L00000jgvSmQAI
0080L00001TvoxgQAB,Presentation Booked,2017-08-02T14:28:32.000+0000,0060L00000jgvSmQAI
0080L00001TvoxMQAR,Presentation Booked,2017-08-02T14:28:06.000+0000,0060L00000jgvSmQAI
0080L00001UdgM3QAJ,Closed Lost,2017-09-13T05:20:59.000+0000,0060L00000jgvonQAA
0080L00001TvqYJQAZ,Presentation Booked,2017-08-02T15:51:26.000+0000,0060L00000jgvonQAA
