Id,Name,IsClosed,IsWon,Type,Industry__c,CloseDate,StageName,Lost_Reason__c,Lost_to_Competitor__c,With_Competitor__c,Won_Loss_Detail__c,Description
006E000000EwqgyIAB,American Dental Partners,TRUE,FALSE,New Business,Healthcare,2/28/2014,Closed Lost,Customer Stopped Responding,,,,
006E000000fjgM0IAI,"Brookdale Senior Living, Inc. - 5/2016",TRUE,FALSE,New Business,Healthcare,5/9/2016,Closed Lost,Customer Stopped Responding,,,,"Per Lees subjective analysis, this opportunity was not created at the same time as the account. Manually created June 2016"
0060L00000mJpr3QAC,Ally DVM - 3/2018,TRUE,FALSE,New Business,Healthcare,3/31/2018,Closed Lost,Customer Stopped Responding,,,,
0060h000018Nj9kAAC,Femwell Group Health - 7/2019,TRUE,FALSE,New Business,Healthcare,7/9/2019,Closed Lost,Locked in Contract,,Reputation.com,In contract through Dec 2019,
0060h000018NmBdAAK,Femwell Group Health - 7/2019,TRUE,FALSE,New Business,Healthcare,7/9/2019,Closed Lost,Locked in Contract,Reputation.com,Reputation.com,In contract with rep.com through December,
0060h000016cfnXAAQ,Stony Brook Medicine - 6/2018,TRUE,FALSE,New Business,Healthcare,6/1/2018,Closed Lost,No Show,,,,
0060h000019DPABAA4,Health Quest - 9/2019,TRUE,FALSE,New Business,Healthcare,9/17/2019,Closed Lost,Locked in Contract,,,Mike jumped on a quick call. They just partnered with Yext & Doctor.com recently and are not looking to leave at this time. He said to follow up in April 2020 to get on the evaluation docket.,
0060h000017H0jGAAS,George Washington University Hospital - 11/2018,TRUE,FALSE,New Business,Healthcare,11/20/2018,Closed Lost,Customer Stopped Responding,,,,Meet with Jonathan at SHSMD show
0060h000018l4mKAAQ,Children's Hospital of Wisconsin - 5/2019,TRUE,FALSE,New Business,Healthcare,5/14/2019,Closed Lost,No Show,,,No showed twice - a month old,
0060h000016c8fxAAA,Children's Hospital of Wisconsin,TRUE,FALSE,New Business,Healthcare,9/3/2018,Closed Lost,Delayed Opportunity,,,,
0060h000016a64CAAQ,Children's Hospital of Wisconsin,TRUE,FALSE,New Business,Healthcare,9/21/2018,Closed Lost,Customer Changed Priorities,,,,
006E000000fkUFBIA2,Synergy HomeCare Franchising LLC,TRUE,TRUE,New Business,Healthcare,8/23/2016,Closed Won,,,,,
0060h000019CX4FAAW,"Caring Senior Service, Inc. - 8/2019",TRUE,FALSE,New Business,Healthcare,8/13/2019,Closed Lost,Locked in Contract,,SOCi,the client is in contract with 2 vendors at the moment and said not making a switch. Wants follow up in 6 months when it ends,
0060h000016cvakAAA,"Caring Senior Service, Inc.",TRUE,FALSE,New Business,Healthcare,9/6/2018,Closed Lost,Lost to Competitor,,SOCi,,"Spoke to Michael and apparently, they had some killer inside deal with SweetIQ that they couldn't pass up - basically came down to pricing which was way below our minimum."
006E000000fjzMnIAI,"Caring Senior Service, Inc. - 7/2016",TRUE,FALSE,New Business,Healthcare,7/14/2016,Closed Lost,Lost to Competitor,YP.com subsidiary.  $12.50 for aggregator updating & some manual listing management.,SOCi,,
0060L00000kMmrlQAC,Griswold Home Care - 12/2017,TRUE,FALSE,New Business,Healthcare,12/10/2017,Closed Lost,No Show,,MOZ,,
0060h000018OrqqAAC,Maine Health - 7/2019,TRUE,FALSE,New Business,Healthcare,7/26/2019,Closed Lost,Budget,,,No budget until next budgeting cycle in March 2020 for the budget that starts Oct 2020,
0060h000016d2k8AAA,Hospital for Special Surgery,TRUE,FALSE,New Business,Healthcare,8/3/2018,Closed Lost,Delayed Opportunity,,Yext,,
0060h000016d7gpAAA,Hospital for Special Surgery- - 11/2018,TRUE,FALSE,New Business,Healthcare,11/29/2018,Closed Lost,Delayed Opportunity,,Yext,,
0060h000018lMnPAAU,Benedictine Health System - 7/2019,TRUE,FALSE,New Business,Healthcare,7/10/2019,Closed Lost,Lost to Competitor,,,"We both agree that Chatmeter looks like a great platform and has lots of great functionality, however, we have decided to go with a different vendor whose offering aligns just a little better with our needs.",
0060h000017I2fTAAS,Benedictine Health System- - 4/2019,TRUE,FALSE,New Business,Healthcare,4/2/2019,Closed Lost,Customer Stopped Responding,,,Moving to closed and have BDR on her to get backon,
0060L00000kJiaIQAS,Benedictine Health System - 12/2017,TRUE,FALSE,New Business,Healthcare,12/31/2017,Closed Lost,Delayed Opportunity,,,,
0060L00000i2S10QAE,Cape Cod Hospital / Falmouth Hospital,TRUE,FALSE,New Business,Healthcare,2/28/2017,Closed Lost,Lost to Competitor,Yext,SIM Partners,,"- Mike Seeley oversees Digital Marketing & website initiatives

- Kelly Ahern handles online reputation & social media efforts

- ""Catherine"" was the previous employee that handles digital efforts and is no longer with the company

- Catherine signed up with ReviewTrackers (reputation management) & ""Sim Partners"" for listing management

- This opportunity is scalable from 88 locations that they are currently monitoring to 400-500 if they add in each individual doctor/physician

- Reputation, social media, and local SEO are huge focuses for the company right now

- Their current contract is set to expire in winter/spring

- They signed up with Sim Partners and Review Trackers in March of 2016

- Their listings are a mess

- Kelly had plans to use positive reviews to share on social media so she loved the share feature in the reviews tab

- They are posting regularly on social media

**Next step** 

Meet with Mike and Kelly on November 3rd to further review the platform, left off on the listings tab. Need to show them rankings, workflow, and ReviewBuilder. Plan budget and deployment plan

Concerned about the transition from one vendor to another however I eased their concerns. This seems like this will be the biggest objection however with strategic salesmanship we can win this deal over.

**UPDATE**

Call on 11/4/16 I've identified all of the deal dynamics to move this forward. See call log notes and below.

**** Contract with ReviewTrackers and Sim Partners end Mid December ****

ReviewTrackers charged them $20 per location per month for Review management and Sim Partners tacked on listings for $75 per location.

They originally were going to roll out a pilot with whatever vendor they decided on for 88 corporate locations to start then 300-400 physicians/individual practices within 4-6 weeks. I let them know that they would get a much better rate if they did it all at once and everything was on one contract while also receiving a much better rate.

Pat is the VP of Marketing and Business development and he owns the budget.

It boils down between us and their current vendor who is doing an awful job. They had concerns of switching to a new vendor however I feel like enough urgency was created and value was built to nudge them to make a change.

They have a meeting to discuss who will be monitoring and responding to the individual physicians/practices on November 14th which we should have a total number of locations by that date.

There are very few channels to go through to move this deal forward. Kelly and Mike go right to Pat, Pat owns the budget and signs off on the deal. 

For the onboarding process Kelly would like advice on what will maximize local SEO value when they are building the CSV/Excel file for all of their locations - I told her I would be more than happy to coach her."
0060h000018MiBDAA0,Tidelands Health - 6/2019,TRUE,FALSE,New Business,Healthcare,6/27/2019,Closed Lost,Delayed Opportunity,,,said this is all very new to them and at the earliest they would look again in OCT,
0060h000017J3iaAAC,Nurse Next Door - 3/2019,TRUE,FALSE,New Business,Healthcare,3/15/2019,Closed Lost,SE Turnover,,,,
0060L00000mJW3rQAG,Nurse Next Door - 3/2018,TRUE,FALSE,New Business,Healthcare,3/15/2018,Closed Lost,Customer Not Qualified,,,,
0060h000019CPJ6AAO,"Kaiser Permanente, Inc. - 8/2019",TRUE,FALSE,New Business,Healthcare,8/21/2019,Closed Lost,Locked in Contract,,Reputation.com,Locked into a contract with Rep.com until late 2020,
0060h000017I66jAAC,"Kaiser Permanente, Inc. - 1/2019",TRUE,FALSE,New Business,Healthcare,1/30/2019,Closed Lost,Locked in Contract,,Reputation.com,In contract with Rep and Yext till end of 2019.  Will revisit in a few months,
006E000000glFtbIAE,"Kaiser Permanente, Inc. - 12/2016",TRUE,FALSE,New Business,Healthcare,12/30/2016,Closed Lost,Delayed Opportunity,,Reputation.com,,"John is the SEO manager for local SEO and web SEO

Using reputation.com as well as an SEO company

Their listings are a mess - local SEO is a big focus right now

The buying process requires multiple levels and must go up to the VP of marketing for final approval

They are interested in ReviewBuilder

He has been extremely responsive and loved our demo. They have looked at Yext and other options and were not nearly as impressed

Jessica Halloway is the social media director
Vince Scola is the director of marketing

**11/9**

Pitched the 3 stakeholders that would pitch to executives and they seem to be content with rep.com even though their listings are a complete mess with rep.coms listing management service.

Wanted a pilot - need to set up a meeting with John to see if he has SEO budget that can be used for this project rather than social media budget.

Interested in WebMD, Vitals, HealthGrade, and VocDoc for review management.

Responding to 20% reviews both positive and negative."
0060h000016dua2AAA,National Veterinary Associates,TRUE,FALSE,New Business,Healthcare,9/9/2018,Closed Lost,Reseller Opportunity,,ReviewPush,,
0060L00000mJZ8GQAW,"National Veterinary Associates, Inc. - 7/2018",TRUE,FALSE,New Business,Healthcare,7/10/2018,Closed Lost,Non Decision Maker,,ReviewPush,,
0060h000016bdJUAAY,Houston Methodist - 6/2018,TRUE,FALSE,New Business,Healthcare,6/24/2018,Closed Lost,Customer Stopped Responding,,Other,,
006E000000c87xhIAA,Houston Methodist,TRUE,FALSE,New Business,Healthcare,5/31/2016,Closed Lost,Lost to Competitor,Velocity (Sim Partners),Other,,
0060h000018OigQAAS,Volunteers of America Inc - 8/2019,TRUE,FALSE,New Business,Healthcare,8/12/2019,Closed Lost,Champion Left - New Main Contact,,,contact left company - cannot get in touch with corporate to reconnect,
0060h000017I3D1AAK,Sharp Healthcare- - 12/2018,TRUE,FALSE,New Business,Healthcare,12/31/2018,Closed Lost,Stayed with Competitor,Yext and Sprinklr,Yext,Stayed with Competitor - Yext and Sprinklr,
006E000000fkYjmIAE,Sharp HealthCare - 6/2017,TRUE,FALSE,New Business,Healthcare,6/30/2017,Closed Lost,Delayed Opportunity,,Yext,,"Sharp Heatlhcare

Currently reviewing reputation.com **Has not signed a contract yet**

Demo sites set up through rep.com

looked at ICUC

Using Sprinklr and it is working well however it does not pick up on review sites

Hospital/clinic locations will be monitored

320 locations

Wants to add vitals, health grades, rate MD to the review dashboard

Yelp cleanup is a big deal for them - they are not currently paying yelp so we would not be able to clean up their listings

Send over the slide deck/screenshots

Send contract

Review builder - they are interested

send google email verification article

check on listing management for individual physicians"
0060L00000h9Jy9QAE,Sharp HealthCare - 3/2018,TRUE,FALSE,New Business,Healthcare,3/28/2018,Closed Lost,Delayed Opportunity,,Yext,,"Sharp Healthcare - 500 doctors; 22 site locations (hospitals, urgent care, pharmacies).  Talked to them about the RFP.. They said they've been the loudest voices requesting a review management platform.  Right now they are only responding to Yelp directly and access the Facebook reviews via Sprinklr.  Using yext for LLM and they *just* started that process.  They asked a lot of questions to get educated on Reviews and listings.  Also review generation.  Informed them about the Yelp review generation.   They use the Press Ganey Survey Tool.  They want pricing and followups.  Need to have internal discussions around this and how many docs they will add on.  They wanted a way to push for reviews on Google too..  Kathy thanked me over and over and said it was a very helpful call.. Nice lady."
0060L00000jfltQQAQ,Mercy Housing - 12/2017,TRUE,FALSE,New Business,Healthcare,12/31/2017,Closed Lost,Delayed Opportunity,,,,
0060L00000goRt4QAE,Visiting Angels - 12/2016,TRUE,FALSE,New Business,Healthcare,12/21/2016,Closed Lost,Lost to Competitor,Rallio,Qiigo,,"Vendors: Qiigo (reputation management/LLM) & Rallio (11th hour of signing). Pricing quoted for 566 locations with listing management. 

PAIN: Qiigo requires high man power (time consuming). 

What is there review policy for Franchisees? 

Mike requested broadcast messaging across all Parent-Child breakdown from social media. URL: domain.../location. Asked about 1 time LLM services. 

Important: reiterate Yelp partnership/LLM/minimize time constraints w/use of CM.

""Late to the dance"" Offered $30/location w/LLM (566 locations).

10/12/16: Revise offer to $10/location for Local SEO = MRR =$14,150"
006E000000R6iSAIAZ,The Polyclinic-,TRUE,FALSE,New Business,Healthcare,3/31/2015,Closed Lost,Customer Not Qualified,,,,
0060L00000jCV4yQAG,"ComForcare Senior Services, Inc. - 6/2017",TRUE,FALSE,New Business,Healthcare,6/26/2017,Closed Lost,No Show,,,,
0060L00000mKfS0QAK,Hallmark Homecare - 3/2018,TRUE,FALSE,New Business,Healthcare,3/31/2018,Closed Lost,Customer Not Qualified,,,,
0060L00000jCLJuQAO,"Home Care Assistance, Inc. - 6/2017",TRUE,FALSE,New Business,Healthcare,6/30/2017,Closed Lost,Delayed Opportunity,,,,
0060L00000i5zPfQAI,Homewatch Caregivers Inc. - 5/2017,TRUE,FALSE,New Business,Healthcare,5/8/2017,Closed Lost,Delayed Opportunity,Sweet IQ,SweetIQ,,
0060h000019CHqjAAG,"Right at Home, Inc. - New Business",FALSE,FALSE,New Business,Healthcare,9/20/2019,Assessing,,,Wouldn't Say,,
0060h000017H1cbAAC,"Right at Home, Inc. - 12/2018",TRUE,FALSE,New Business,Healthcare,12/10/2018,Closed Lost,Delayed Opportunity,,Wouldn't Say,,
0060L00000kNrWqQAK,"Seniors Helping Seniors, Llc - 1/2018",TRUE,FALSE,New Business,Healthcare,1/12/2018,Closed Lost,Delayed Opportunity,,,,"10-12-17  This is an all franchisee model.  150  franchisees and 200 locations.  He really got the need for this and saw the value of having their local SEO optimized.  Loved the competitive info - wanted us to do a ""study"" on one particular location in Fallbrook.  Wants Homestead and ComfrotKeeppers at the competitors.  Wants me to pitch the new franchisee committee partnership in the next month and he foresees this as a cost that comes from the :""national promotional fund""  set up in the next 6 months.  Sending over the info for the guy in Fallbrook in the meantime."
0060h000016e54sAAA,"Hcr Manorcare Foundation, Inc - 11/2018",TRUE,FALSE,New Business,Healthcare,11/26/2018,Closed Lost,Delayed Opportunity,,,,
006E000000fjgMWIAY,"Hcr Manorcare Foundation, Inc - 4/2016",TRUE,FALSE,New Business,Healthcare,4/27/2016,Closed Lost,Customer Stopped Responding,,,,"Per Lees subjective analysis, this opportunity was not created at the same time as the account. Manually created June 2016"
0060L00000jNfPoQAK,Five Star Senior Living - 4/2018,TRUE,FALSE,New Business,Healthcare,4/20/2018,Closed Lost,Delayed Opportunity,,SweetIQ,,11-16-17 This is a follow-up meeting with Anna.Our third meeting after it stalled earlier this year. 280 communities for senior living.  She feels like they are covered with the reviews because they use a tool called Influence that she says everybody is happy with and resistant to make a change. Although the opportunity was and still is on social media and their listings - Especially their Facebook listings which has been a thorn in her side.She wants pricing on listings management and having access to the media tab. She says having access to the media is going to be very helpful because of some recent lawsuits about unsavory media that was picked up on snapchat that caused lawsuits.She even think she can get some of the budget from her legal team.
0060L00000h8c1yQAA,Five Star Senior Living - 8/2018,TRUE,FALSE,New Business,Healthcare,8/16/2018,Closed Lost,Delayed Opportunity,,SweetIQ,,"11-16-17 This is a follow-up meeting with Anna.Our third meeting after it stalled earlier this year. 280 communities for senior living. She feels like they are covered with the reviews because they use a tool called Influence that she says everybody is happy with and resistant to make a change. Although the opportunity was and still is on social media and their listings - Especially their Facebook listings which has been a thorn in her side.She wants pricing on listings management and having access to the media tab. She says having access to the media is going to be very helpful because of some recent lawsuits about unsavory media that was picked up on snapchat that caused lawsuits.She even think she can get some of the budget from her legal team.
Lead Notes"
0060L00000mKzn8QAC,Five Star Senior Living - 3/2018,TRUE,FALSE,New Business,Healthcare,3/31/2018,Closed Lost,Delayed Opportunity,,SweetIQ,,
0060L00000jglEhQAI,"Life Care Centers of America, Inc. - 11/2017",TRUE,FALSE,New Business,Healthcare,11/29/2017,Closed Lost,Lost to Competitor,,MOZ,,
0060h000010afqTAAQ,"Atria Senior Living Group, Inc. - 1/ 2019",TRUE,TRUE,New Business,Healthcare,1/31/2019,Closed Won,Product Feature: All-In-One Dash,,,,
006E000000CjQVCIA3,"Atria Senior Living Group, Inc. - 10/2013",TRUE,FALSE,New Business,Healthcare,10/31/2013,Closed Lost,Customer Changed Priorities,,,,
0060L00000goW7LQAU,"Atria Senior Living Group, Inc. - 7/2017",TRUE,FALSE,New Business,Healthcare,7/6/2017,Closed Lost,Customer Stopped Responding,,,,
0060h000018kyu3AAA,Englewood Hospital and Medical Center - 5/2019,TRUE,FALSE,New Business,Healthcare,5/28/2019,Closed Lost,Locked in Contract,,Reputation.com,Locked in with Rep.com through Feb 2020,
0060h000016aCMtAAM,Smile Brands Inc,TRUE,FALSE,New Business,Healthcare,9/19/2018,Closed Lost,Delayed Opportunity,,Yext,,
0060L00000jgaxQQAQ,Smile,TRUE,FALSE,New Business,Healthcare,8/16/2018,Closed Lost,Delayed Opportunity,,Yext,,"7-24-17 First meeting - Dentist offices - 341 throughout country.  Currently in contract with Banyan and Yext does LLM.  They just wanted to see what has changed with Chatmeter in the past year.  They had their guard up at first, especially when I went into one location and it showed they've had only 1 review for the past 3 months on FB. She quickly went to the GMP page and saw they had a handful of reviews in the past month. Told her I'd check that is not normal.  Other than that, they were impressed with PULSE and Rankings.  They liked media.  Quoted our pricing at their tier with LLM and without telling me how much they're paying, our price was quite competitive . F/U Aug 2. Their contract is up beginning of Q4."
006E000000XLVRAIA5,Smile Brands (300+locs),TRUE,FALSE,New Business,Healthcare,9/30/2015,Closed Lost,Customer Changed Priorities,,Yext,,
006E000000fkEh4IAE,Smile Brands Inc - 10/2016,TRUE,FALSE,New Business,Healthcare,10/6/2016,Closed Lost,Customer Stopped Responding,,Yext,,
0060h000019Dxl2AAC,Medifast - New Business,FALSE,FALSE,New Business,Healthcare,12/6/2019,Prospecting,,,,,
0060h000017Gt95AAC,Mint Dentistry - 12/2018,TRUE,FALSE,New Business,Healthcare,12/19/2018,Closed Lost,No Show,,ReviewPush,,
0060L00000mKdohQAC,Mint Dentistry - 3/2018,TRUE,FALSE,New Business,Healthcare,3/31/2018,Closed Lost,Delayed Opportunity,,ReviewPush,,
0060h000019D44VAAS,"Belmont Village, L.P. - New Business",FALSE,FALSE,New Business,Healthcare,10/25/2019,Assessing,,,Reputation.com,,
006E000000fjgLwIAI,"Belmont Village, L.P. - 5/2016",TRUE,FALSE,New Business,Healthcare,5/11/2016,Closed Lost,Customer Stopped Responding,,Reputation.com,,"Per Lees subjective analysis, this opportunity was not created at the same time as the account. Manually created June 2016"
0060L00000i4Vw0QAE,"Belmont Village, L.P. - 3/2017",TRUE,FALSE,New Business,Healthcare,3/31/2017,Closed Lost,Lost to Competitor,Stayed with their current vendor.  Responding in dashboard HUGE for them.,Reputation.com,,
0060L00000h8Tf5QAE,"Belmont Village, L.P. - 3/2018",TRUE,FALSE,New Business,Healthcare,3/31/2018,Closed Lost,Lost to Competitor,,Reputation.com,Reason Given: Features,
0060h000018OPecAAG,Frontier Management LLC - New Business,FALSE,FALSE,New Business,Healthcare,9/25/2019,Negotiating,,,Reputation.com,,
0060L00000mKKCeQAO,Westminster Communities of Florida-,TRUE,TRUE,New Business,Healthcare,6/30/2018,Closed Won,Relationship w/ Sales Rep,,Reputation.com,,
0060h000019CNBaAAO,Millers Health Systems - New Business,FALSE,FALSE,New Business,Healthcare,9/30/2019,Negotiating,,,,,
0060h000017GdonAAC,Millers Health Systems - 11/2018,TRUE,FALSE,New Business,Healthcare,11/5/2018,Closed Lost,Delayed Opportunity,,,,
0060h000018l1WCAAY,Miller's Health Systems - New Business,FALSE,FALSE,New Business,Healthcare,11/29/2019,Confirming,,,,,
0060L00000jCUjCQAW,Millers Health Systems - 7/2017,TRUE,FALSE,New Business,Healthcare,7/10/2017,Closed Lost,No Show,,,,
006E000000fkIeyIAE,Millers Health Systems - 9/2016,TRUE,FALSE,New Business,Healthcare,9/15/2016,Closed Lost,Customer Stopped Responding,,,,
006E000000GeD1LIAV,Medical Facilities of America-,TRUE,TRUE,New Business,Healthcare,5/8/2014,Closed Won,,,,,"40 locations.  Recently assigned to cleaning up the retirement home company's social mess.  Content, reputation, etc.  Appt booked for next week to present."
0060h000018OUgoAAG,ABCM Corporation - 8/2019,TRUE,FALSE,New Business,Healthcare,8/1/2019,Closed Lost,Customer Stopped Responding,,,"Alexa emailed me to let me know she was forwarding everything to the CEO, Richard Albee. After several linked in, calls, and email attempts there has been no response from Alexa or Mr. Albee. Brandon will keep on this one, trying to re-engage.",
0060h000010ahrdAAA,ABCM Corporation - 5/2018,TRUE,FALSE,New Business,Healthcare,5/10/2018,Closed Lost,No Show,,,,
006E000000fkJgMIAU,Vivage Quality,TRUE,TRUE,New Business,Healthcare,8/24/2016,Closed Won,,,,,
0060h000017Hh50AAC,Arizona Care Network - 7/2019,TRUE,FALSE,New Business,Healthcare,7/3/2019,Closed Lost,Customer Stopped Responding,,,Had an initial call with him and then stopped responding to emails and out reach.,
0060h000017K6BdAAK,Gardant Management Solutions-,TRUE,TRUE,New Business,Healthcare,2/28/2019,Closed Won,Price,,Reputation.com,,
0060h000019Ci91AAC,BAYADA Home Health Care - 10/2019,TRUE,FALSE,New Business,Healthcare,10/7/2019,Closed Lost,Lost to Competitor,,Yext,Thay had previous did a 6 month pilot with them - they were going to move forward and revisiting as a formality.,
0060h000018lBC5AAM,BAYADA Home Health Care - 6/2019,TRUE,FALSE,New Business,Healthcare,6/6/2019,Closed Lost,Customer Changed Priorities,,Yext,Spoke to Richard - there doing a pilot with Birdeye and that's ended and the CEO has put a hold on everything for now - seems like this has dropped on the priority list - nothing has changed on his end and asked for me to reach back in a month - shoot for after the july 4th holiday,
0060h000017GxsdAAC,BAYADA Home Health Care - 11/2018,TRUE,FALSE,New Business,Healthcare,11/8/2018,Closed Lost,Delayed Opportunity,,Yext,,
006E000000MIz6XIAT,Avamere,TRUE,TRUE,New Business,Healthcare,10/28/2014,Closed Won,,,,,
006E000000IP5S7IAL,Avamere Health Services Inc - 7/2014,TRUE,FALSE,New Business,Healthcare,7/4/2014,Closed Lost,Customer Stopped Responding,,,,Asked for 2nd tier pricing.  Now is not getting back to me.
0060L00000i2dHgQAI,Watermark Retirement Living - 1/2017,TRUE,FALSE,New Business,Healthcare,1/18/2017,Closed Lost,Delayed Opportunity,,,,
0060L00000i3NOkQAM,Watermark Retirement Living,TRUE,TRUE,New Business,Healthcare,11/30/2016,Closed Won,,,,,"Ryan - National Marketing Director

They have an internal marketing team with 8 employees that report directly up to Ryan

Digital marketing is a huge focus for them as of now. They are doing pay per click, for most locations and they are spending a lot.

They are currently using ReviewTrackers to monitor reviews. They have been using them for close to 2 years

40 locations across the US

Interested in reviews, listing management, review generation, and the SEO rank tracker

Loved the share feature in the platform for reviews and for media"
006E000000MFpsiIAD,CDI Corp. - 12/2014,TRUE,FALSE,New Business,Healthcare,12/31/2014,Closed Lost,Lost to Competitor,Yext for listing cleanup,Yext,,
006E000000GgDCdIAN,CDI,TRUE,TRUE,New Business,Healthcare,5/30/2014,Closed Won,,,Yext,,
0060h000010bEtPAAU,Trinity Health-,TRUE,FALSE,New Business,Healthcare,10/5/2018,Closed Lost,Delayed Opportunity,,Reputation.com,,
0060h000018NaJ2AAK,Sutter Health Corporation - 7/2019,TRUE,FALSE,New Business,Healthcare,7/22/2019,Closed Lost,Stayed with Competitor,,Reputation.com,"I just want to let you know we will not be moving forward with Chatmeter, as we will renew with our current vendor. There just isn’t enough reason for us to switch, even though Chatmeter was one of our top 3 contenders. It seems most of the leaders in this space are on pretty even ground.  I appreciate the time and work you’ve put in to share Chatmeter with us, and wish you all the best.
I already called and emailed with my rebuttals.  Will re-open an opp if they reconsider.",
006E000000GegtaIAB,HCA,TRUE,FALSE,New Business,Healthcare,4/18/2014,Closed Lost,Customer Stopped Responding,,Yext,,
006E000000fkSnQIAU,Pharmaca - 12/2017,TRUE,FALSE,New Business,Healthcare,12/29/2017,Closed Lost,No Show,,,,
0060h000017GSnxAAG,Penn State Health - 11/2018,TRUE,FALSE,New Business,Healthcare,11/12/2018,Closed Lost,No Show,,,,
0060h000016HfCIAA0,"Kindred Healthcare, Inc. - 3/2018",TRUE,FALSE,New Business,Healthcare,3/31/2018,Closed Lost,No Show,,Reputation.com,,
006E000000fkJaiIAE,"Kindred Healthcare, Inc. - 7/2016",TRUE,FALSE,New Business,Healthcare,7/21/2016,Closed Lost,Lost to Competitor,rep.com,Reputation.com,,
006E000000KP4oAIAT,Home Instead Senior Care - 11/2014,TRUE,FALSE,New Business,Healthcare,11/30/2014,Closed Lost,Customer Stopped Responding,,,,
006E000000c8q6GIAQ,Home Instead Senior Care - 1/2017,TRUE,FALSE,New Business,Healthcare,1/1/2017,Closed Lost,SE Turnover,,,,
0060L00000i69AUQAY,BioScrip Inc. - 6/2017,TRUE,FALSE,New Business,Healthcare,6/14/2017,Closed Lost,No Show,,,,
0060L00000mJT6JQAW,BioScrip Inc.-,TRUE,TRUE,New Business,Healthcare,3/9/2018,Closed Won,Product Feature: Listings,,,,
0060h000016cFwlAAE,Cleveland Clinic-,TRUE,FALSE,New Business,Healthcare,8/28/2018,Closed Lost,Customer Stopped Responding,,MOZ,,
0060h000017EZ9eAAG,"Sava Senior Care, LLC - 5/2019",TRUE,FALSE,New Business,Healthcare,5/13/2019,Closed Lost,Stayed with Competitor,,,"There literally just finished the implementation from 2018 and starting to use it - they aren't going to make the switch - see email for more details

Ryan - we are going to stick with Rep.com for now. We have invested too much time and energy thus far and are finally about to leverage the tools as we had originally anticipated. Check in with me at the end of this year and that will give us enough time to consider an alternative vendor prior to our June 1 renewal date.",
006E000000fkJyLIAU,"Care Initiatives, Inc. - 10/2016",TRUE,FALSE,New Business,Healthcare,10/20/2016,Closed Lost,Delayed Opportunity,,,,
0060h000010bG9kAAE,Trinity Health Senior Communities,TRUE,TRUE,New Business,Healthcare,5/31/2018,Closed Won,Product Feature: Reputation,,Reputation.com,,
006E000000UWFMgIAP,Leisure Care Properties,TRUE,TRUE,New Business,Healthcare,5/14/2015,Closed Won,,,New Brand Analytics,,
0060h000016bkviAAA,"SMI Imaging, LLC-",TRUE,TRUE,New Business,Healthcare,5/31/2018,Closed Won,Relationship w/ Sales Rep,,,,
0060L00000i3B2MQAU,"National Church Residences, Inc. - 1/2017",TRUE,FALSE,New Business,Healthcare,1/23/2017,Closed Lost,Price/Budget,,,,
0060L00000mKjyfQAC,"CareOne, LLC - 3/2018",TRUE,FALSE,New Business,Healthcare,3/29/2018,Closed Lost,Delayed Opportunity,,Yext,,
0060L00000kNBCJQA4,"CareOne, LLC - 11/2017",TRUE,FALSE,New Business,Healthcare,11/28/2017,Closed Lost,Delayed Opportunity,,Yext,,
0060h000019DVLWAA4,Laurel Health Care Company - New Business,FALSE,FALSE,New Business,Healthcare,11/16/2019,Confirming,,,,,
0060L00000i5w0cQAA,Laurel Health Care Company - 4/2017,TRUE,FALSE,New Business,Healthcare,4/27/2017,Closed Lost,No Show,,,,
0060L00000i39M0QAI,American House Services Inc - 4/2017,TRUE,FALSE,New Business,Healthcare,4/30/2017,Closed Lost,Customer Changed Priorities,,,,
0060L00000jgmGUQAY,Spectrum Retirement Communities - 9/2017,TRUE,FALSE,New Business,Healthcare,9/28/2017,Closed Lost,Delayed Opportunity,,,,
0060L00000mJJxLQAW,NYC Health + Hospitals-,TRUE,TRUE,New Business,Healthcare,7/27/2018,Closed Won,Product Feature: Listings,,,,
006E000000fupZ7IAI,"Consulate Health Care, LLC - 10/2016",TRUE,FALSE,New Business,Healthcare,10/8/2016,Closed Lost,Delayed Opportunity,,New Brand Analytics,,
0060L00000jO4DkQAK,"Consulate Health Care, LLC - 8/2017",TRUE,FALSE,New Business,Healthcare,8/14/2017,Closed Lost,No Show,,New Brand Analytics,,
0060L00000jhBGfQAM,"Daybreak Venture, LLC - 11/2017",TRUE,FALSE,New Business,Healthcare,11/20/2017,Closed Lost,Delayed Opportunity,,,,
0060L00000mJCRJQA4,"Trilogy Health Services, LLC - 3/2018",TRUE,FALSE,New Business,Healthcare,3/31/2018,Closed Lost,Delayed Opportunity,,,,
006E000000fkQs8IAE,"Trilogy Health Services, LLC - 8/2016",TRUE,FALSE,New Business,Healthcare,8/23/2016,Closed Lost,Lost to Competitor,Birdeye,,,"We lost this deal to Birdeye.  Reasons given were:
-  They liked the UI better, more intuitive and more pleasing to use.
-  They liked being able to respond to reviews from inside Birdeye's platform.
-  Birdeye promised them that they would add ANY review directory they requested, regardless of the size.  Examples specifically mentioned were:  Caring.com, A Place for Mom, Our Parents, SeniorLiving.org, Senior Advisor.  This appears to be the biggest part of their decision criteria, and they felt that we didn't care enough about what was important to them to agree to add these smaller review sites.

Birdeye had quoted them $50/loc/mo for platform and LM.  We dropped our prices for them from $52 down to $40, but price was not the primary factor in their decision."
