"_","Id","Name","AccountId","IsClosed","IsWon","Type","Industry__c","CloseDate","StageName","Lost_Reason__c","Lost_to_Competitor__c","With_Competitor__c","Won_Loss_Detail__c","Description"
"[Opportunity]","006E000000go4a0IAA","allied business consultants - 5/2017","001E000001iRjubIAC","true","false","New Business","Software","2017-05-24","Closed Lost","SE Turnover","","","",""
"[Opportunity]","006E000000go5SgIAI","Sterling National Bank - 6/2017","001E000001hQGjAIAW","true","false","New Business","Financial Services","2017-06-30","Closed Lost","Customer Changed Priorities","","Rio SEO","","Met with Suzanne and Michael - Suzanne did not know about local search and kept insisting she didn't care about reviews because her customers are businesses and not public.  They have recently closed down many banks and she knows there's a lot of disgruntled employees out there.  Also said they've recently hired REAL SEO to fix their listings (which are a mess).  Thanked me for the time and said they may get back in touch later next year if this becomes a priority.  At this time, it is not."
"[Opportunity]","006E000000go5eeIAA","The Richman Group","001E000000jqjc8IAA","true","true","New Business","Multi-Family","2016-10-20","Closed Won","","","","",""
"[Opportunity]","006E000000go6H3IAI","Kroger/Fred Meyer Jewelers","001E000001Ep6YnIAJ","true","false","New Business","Retail","2017-04-06","Closed Lost","Price/Budget","","Rio SEO","","Pitched Jodie Roberts - Digital Marketing Director for local SEO on 09/12 and received the insight that Kroger is currently exploring local SEO solutions. I have a call scheduled on 9/29 with Jodie to learn who she has identified as the individual leading the project for Kroger; details below.

Jodie is the digital marketing director and her sole focus is improving local SEO - perfect contact for this pitch 

Currently they are using RIO SEO and have been looking to make a change; the contract is set to end in May of next year 

They currently do not have a system in place for managing reviews and it has not been a priority according to Jodie due to the fact that ""reviews are reliant on customers and they cannot control them"". 

I showed her ReviewBuilder and blew her mind. 

Another issue with RIO SEO is the fact that they do not have any sort of competitor data or benchmarking built into the platform 

They are currently using HootSuite 

The buying process is somewhat complicated as they are owned by Kroger and most decisions for software purchases have to be approved by their team/board. 

Jodie has time carved out the week of 9/19 to meet with the DM's at the parent company to discuss our platform. Kroger is currently looking at several SEO solutions and she is concerned that they will adopt a tool and force them to use the same solution. I recommended that she identify who is leading that project internally so that we can coordinate a meeting with all of the appropriate decision makers."
"[Opportunity]","006E000000go6LtIAI","Crescent Hotels & Resorts - 2/2017","001E000001gmzEeIAI","true","false","New Business","Hospitality","2017-02-23","Closed Lost","Customer Stopped Responding","","Yext","",""
"[Opportunity]","0060L00000mJodoQAC","Future Solutions Media - 3/2018","0010L00001jkfEtQAI","true","false","New Business","Agency","2018-03-31","Closed Lost","Customer Changed Priorities","","","",""
"[Opportunity]","0060L00000mJofpQAC","North Texas Endoscopy Centers - Amsurg - 7/2018","0010L00001jln2sQAA","true","false","New Business","Healthcare","2018-07-31","Closed Lost","SE Turnover","","","",""
"[Opportunity]","0060L00000mJpd1QAC","Mills Properties - 3/2018","001E000001hP4q2IAC","true","false","New Business","Multi-Family","2018-03-31","Closed Lost","No Show","","","",""
"[Opportunity]","0060L00000mJpo9QAC","space150 - 6/2018","0010L00001icsCEQAY","true","false","New Business","Agency","2018-06-10","Closed Lost","Delayed Opportunity","","","","Second meeting with space 150. I originally met with them last year and presented the Buffalo Wild Wings audit to them.Most of the brands they work with do not have brick-and-mortar locations and what they really wanted to focus on was listing management because they don't work with reputation for their brands. They claim that they do all the listings on Google Facebook and Yelp for Buffalo wild wings which is surprising because he also said they don't use any tools they do it all manually. I quoted them for listings management only for 1000 locations of Buffalo wild wings. They said it would be a hard-sell because between all other marketing initiatives and paying for Yelp, Buffalo wild wings may not buy the listings management service through us although I know they are paying them for it sending over info and following up to dive deeper into this as we only had less than 30 minutes."
"[Opportunity]","0060L00000mJpr3QAC","Ally DVM - 3/2018","0010L00001rHJnqQAG","true","false","New Business","Healthcare","2018-03-31","Closed Lost","Customer Stopped Responding","","","",""
"[Opportunity]","0060L00000mJpunQAC","Allina Health-","001E000001cEPT4IAO","true","false","New Business","Healthcare","2018-09-06","Closed Lost","Delayed Opportunity","","","","Met w/ Nick - Social Media Specialist - Uses MOZ for listings and used to use Rep.com for 100 locations, Hospitals, Clinics, Urgent Care, Facilities, and Physical Rehab Centers.  They stopped using Rep.com over a year and a half ago because it was too expensive for what they were using it for.  Also their online citations were not as good as Moz.  He loved the platform and all that info available.  Bulk responding and sentiment was valuable.  The issue is, we are providing lots of info however, internally, he doesn't know who will be handling what.  I briefed him on how our larger healthcare systems use Chatmeter.  The other issue is he said is the marketing and communications department is going through a major re-org and they are looking to hire a new CMO.  Does not know time frames.  Sending followups and pricing.  Following up in a couple of weeks for updates and need to find more senior level folks in the org."
"[Opportunity]","0060L00000mJqQgQAK","Ubimo - 3/2018","0010L00001n6oLxQAI","true","false","New Business","Software","2018-03-31","Closed Lost","Customer Not Qualified","","","",""
"[Opportunity]","0060L00000mJqzOQAS","Menustar - 3/2018","0010L00001rHKeaQAG","true","false","New Business","Agency","2018-03-31","Closed Lost","No Show","","","",""
"[Opportunity]","0060L00000mJr15QAC","SoBol-","0010L00001pk34mQAA","true","false","New Business","Restaurant","2018-08-17","Closed Lost","Delayed Opportunity","","","",""
"[Opportunity]","0060L00000mJs8MQAS","BFcompanies - Manna Franchise","001E000000qJhYZIA0","true","false","New Business","Restaurant","2018-09-12","Closed Lost","Delayed Opportunity","","","",""
"[Opportunity]","0060L00000mJsANQA0","Bain & Company - 3/2018","0010L00001mQKZjQAO","true","false","New Business","Agency","2018-03-31","Closed Lost","Customer Not Qualified","","","",""
"[Opportunity]","0060L00000mJsRnQAK","Tender Greens - New Business","0010L00001jB6WrQAK","true","true","New Business","Restaurant","2018-02-22","Closed Won","Relationship w/ Sales Rep","","Reputology","",""
"[Opportunity]","0060L00000mJsTtQAK","Bosley Medical Group - 7/2018","001E000001cEPXoIAO","true","false","New Business","Retail","2018-07-17","Closed Lost","Customer Stopped Responding","","","","Met with the entire team at Bosley. Their department head Andrew came in a little bit late.  70 locations throughout the US.  Currently using a local SEO company for their organic and local called Thelps.  Also using X-Amplifier an industry specific company for surveys and they said also monitor outside review sites.  Were very interested in the platform and concluded they can probably get rid of X-Amplifier and use Review Builder.  The issue is they want all the thousands of reviews they already received on X-Amplifier to get shuttled into Chatmeter and ultimately on each web page.  Using Saleforce Marketing Cloud and wanted to integrate with that.  Perhaps via API to trigger surveys.. Followup meeting scheduled for next week."
"[Opportunity]","0060L00000mKooQQAS","Rentping Media - 3/2018","001E000001EqF7vIAF","true","false","New Business","Agency","2018-03-02","Closed Lost","No Show","","","",""
"[Opportunity]","0060L00000mKvqnQAC","Walgreen Company - 3/2018","001E000000qJiekIAC","true","false","New Business","Retail","2018-03-31","Closed Lost","Customer Stopped Responding","","","",""
"[Opportunity]","0060L00000mKxM5QAK","NextGear - 3/2018","0010L00001jAG4CQAW","true","false","New Business","Agency","2018-03-31","Closed Lost","Delayed Opportunity","","","",""
"[Opportunity]","0060L00000mKxaMQAS","Digital Limelight Media - 3/2018","0010L00001jmq8PQAQ","true","false","New Business","Agency","2018-03-31","Closed Lost","Delayed Opportunity","","Other","",""
"[Opportunity]","0060L00000mKxc8QAC","Greystar - Student Living","0010L00001ro9ZoQAI","true","false","New Business","Real Estate","2018-08-03","Closed Lost","Delayed Opportunity","","Reputation.com","","Met with Melissa Jackson the marketing Manager for Greystar student living. She confirmed that companywide Greystar uses Reputation.com. The student living has only 23 locations throughout United States. They use Brandify for their listings management. They also use J.Turner for surveys and asked if we can integrate the surveys into Chatmeter. She likes Chatmeter a lot more than reputation.com-  We  give way more detailed information and looks more user-friendly she did say that reputation.com provides a word cloud and that's as far as anything like our sentiment time looks like and she agreed that the word cloud is worthless. She has a meeting with her director on April 12 and will be presenting Chatmeter at that time to ask for a change over.   Also wants to look at the reputation.com contract. I told her since they’ve been on them for so long, I am sure she can roll over her student living locations onto Chatmeter, to start.."
"[Opportunity]","0060L00000mKxgtQAC","Variety Wholesalers, Inc.-","001E000000qJie9IAC","true","false","New Business","Retail","2018-09-04","Closed Lost","Delayed Opportunity","","","","Met with Sam Bernstein - Group VP Marketing - Oversees their brands however right now focused on three brands, ross stores and maxines which is total 350 stores. The audit we built was for the other stores he does not care about and have closed many. Walked him through the dash. Needs LLM also - Redoing the audit with a list he sent me.


Met with Sam Bernstein the director of digital marketing at variety wholesalers. They have four brands in their umbrella including Roses, Maxines, and Roses express. We did the audit on 25 locations. Their listings are a mess and he pointed out he knows that and they are in process of cleaning up those listings. He hired some third party he wouldn't say whom to clean up their listings. He has only been there three months now and is assessing what needs to be done and taking baby steps for everything including rebuilding their websites. So responding to reviews right now is not even on his radar. He did like the sentiment analysis and also the media images that we are pulling in. He is working on a very very limited marketing budget and needs to prioritize. Are a list pricing was basically his entire budget for the year he said. He wanted access to Chatmeter to see what he really actually needs an we can work from there."
"[Opportunity]","0060L00000mKxi6QAC","Reliant Funding","0010L00001rJ1uaQAC","true","true","New Business","Financial Services","2018-03-31","Closed Won","Price","","","",""
"[Opportunity]","0060L00000mKxiGQAS","Lithia Motors Inc - 3/2018","001E0000013IobiIAC","true","false","New Business","Automotive","2018-03-02","Closed Lost","Reseller Opportunity","","Yext","",""
"[Opportunity]","0060L00000mKxplQAC","Pacifica Senior Living - 3/2018","0010L00001id9M5QAI","true","false","New Business","Healthcare","2018-03-31","Closed Lost","Delayed Opportunity","","Reputation.com","",""
"[Opportunity]","0060L00000mKxqZQAS","Best Friends Pet Care - 3/2018","001E000001EqDwwIAF","true","false","New Business","Retail","2018-03-31","Closed Lost","No Show","","","",""
"[Opportunity]","0060L00000mKyGwQAK","GreenBananaSEO - 3/2018","0010L00001kvcz0QAA","true","false","New Business","Agency","2018-03-31","Closed Lost","Delayed Opportunity","","","",""
"[Opportunity]","0060L00000mKyLDQA0","Milk Bar - 3/2018","0010L00001roK9IQAU","true","false","New Business","Restaurant","2018-03-31","Closed Lost","Customer Not Qualified","","Reputology","",""
"[Opportunity]","0060L00000mKyVXQA0","SUPERVALU - 3/2018","001E000000qJhdFIAS","true","false","New Business","Retail","2018-03-31","Closed Lost","Delayed Opportunity","","Yext","",""
"[Opportunity]","0060L00000mKybaQAC","Adam Buchanan LLC. - 5/2018","0010L00001roKp1QAE","true","false","New Business","Agency","2018-05-31","Closed Lost","No Show","","","",""
"[Opportunity]","0060L00000mKzn8QAC","Five Star Senior Living - 3/2018","001E000000gN3FoIAK","true","false","New Business","Healthcare","2018-03-31","Closed Lost","Delayed Opportunity","","SweetIQ","",""
"[Opportunity]","0060L00000mKzq2QAC","Beacon Capital Partners - 3/2018","0010L00001oxE6sQAE","true","false","New Business","Real Estate","2018-03-08","Closed Lost","Customer Not Qualified","","","",""
"[Opportunity]","0060L00000mKzwoQAC","Philosophy Communication - 3/2018","0010L00001jA3rGQAS","true","false","New Business","Agency","2018-03-31","Closed Lost","Non Decision Maker","","","",""
"[Opportunity]","0060L00000mL02SQAS","Biaggi's Ristorante Italiano, L.L.C. - 4/2018","001E000000qJhRLIA0","true","false","New Business","Restaurant","2018-04-16","Closed Lost","Delayed Opportunity","","","",""
"[Opportunity]","0060L00000mL05gQAC","Derrel's Mini Storage, Inc.-","001E000001EqE4FIAV","true","false","New Business","Local Services","2018-03-31","Closed Lost","Delayed Opportunity","","","",""
"[Opportunity]","0060L00000kNWfIQAW","Jersey Mike's Franchise Systs - 10/2017","001E000000qJhxkIAC","true","false","New Business","Restaurant","2017-10-10","Closed Lost","Delayed Opportunity","","Momentfeed","",""
"[Opportunity]","0060L00000kNYJdQAO","Ken Garff - 1/2018","001E0000013IoaVIAS","true","false","New Business","Automotive","2018-01-18","Closed Lost","Customer Changed Priorities","","ReviewPush","",""
"[Opportunity]","0060L00000kNYRhQAO","Linchris Hotel Corporation - 12/2017","001E000000qJi2sIAC","true","false","New Business","Hospitality","2017-12-27","Closed Lost","Reseller Opportunity","","Revinate","",""
"[Opportunity]","0060L00000kNYfvQAG","Rent A Wheel - 10/2017","001E000000sWWWcIAO","true","false","New Business","Automotive","2017-10-30","Closed Lost","Price/Budget","","Qiigo","",""
"[Opportunity]","0060L00000kNYhDQAW","Ace Parking - 4/2018","001E000001cEPS2IAO","true","false","New Business","Local Services","2018-04-30","Closed Lost","Delayed Opportunity","","Momentfeed","","Met w/ Ace Parking in person as they’re headquartered in Downtown SD - 200 locations for their B2C parking garages they manage.  Kristen was super nice and very open and receptive to everything on our dahsboard. She understands the whole review side and importance however did not know just how important listings were.  They have many GMB pages unclaimed and don’t have FB pages claimed.  That was an education for her and I was able to show her on my phone how the Google Maps search looks and how - if they don’t appear on the first “page” they will get passed up.  During the meeting she shared how her Trip Advisor person literally has to go to every hotel review page and search for any reviews that talk about “parking”.  She had a lightbulb moment that she can have all the hotels where they manage parking and Valet on the dashboard to pull in those reviews.  They are paying $25/month for Inrix - that is a service through Waze that plots their locations on a in-car nav system. I mentioned that many people don’t have those nav systems and the LOCAL SEO issue we solve helps with all those situations where people are using Google or Apple Maps to find parking.  Their business is 60% / 40% B2b and B2C which they call transient."
"[Opportunity]","0060L00000kNYvRQAW","Fountain Tire - 10/2017","001E0000010iOgqIAE","true","false","New Business","Automotive","2017-10-02","Closed Lost","Customer Stopped Responding","","","",""
"[Opportunity]","0060L00000kNZ94QAG","Beacon Capital Partners - 11/2017","0010L00001oxE6sQAE","true","false","New Business","Real Estate","2017-11-15","Closed Lost","Customer Changed Priorities","","","",""
"[Opportunity]","0060L00000kJprfQAC","Ohio Management LLC","001E000001hP4qTIAS","true","true","New Business","Multi-Family","2017-08-30","Closed Won","","","","",""
"[Opportunity]","0060L00000kJrXPQA0","Bahama Buck's Franchise Corporation - 9/2017","001E000001654yQIAQ","true","false","New Business","Restaurant","2017-09-19","Closed Lost","Delayed Opportunity","","","",""
"[Opportunity]","0060L00000kJs5gQAC","Duffey Petrosky - 12/2017","001E000001EqE5fIAF","true","false","New Business","Agency","2017-12-31","Closed Lost","Customer Stopped Responding","","","",""
"[Opportunity]","0060L00000kJuY9QAK","Plato's Closet - 2/2018","001E00000169RjQIAU","true","false","New Business","Retail","2018-02-28","Closed Lost","Customer Stopped Responding","","","",""
"[Opportunity]","0060L00000kJvPtQAK","Paradigm Investment Group (Jersey Mikes/Blaze/Life Fitness) - 11/2017","001E000001EqFZFIA3","true","false","New Business","Restaurant","2017-11-14","Closed Lost","No Show","","Reputology","",""
"[Opportunity]","0060L00000kJvQmQAK","Paradigm Investment Group (Hardees) - 11/2017","001E000001EqFZFIA3","true","false","New Business","Restaurant","2017-11-13","Closed Lost","No Show","","Reputology","",""
"[Opportunity]","0060L00000kJw2PQAS","Forest City Residential - 2/2018","001E000000UfcdXIAR","true","false","New Business","Multi-Family","2018-02-28","Closed Lost","Delayed Opportunity","","SOCi","","8-29-17 Met with Brandon and his team.  5 folks total on the call.  I had initially met Brandon and Laeticia at AIM.  At the time, they said they were very happy with Rep.com. They're also responding to positive reviews for them.  They also do their Listings but Brandon admitted today that they don't do a good job with it.  They're paying rep.com about $110 per month/property!  They are in vetting mode right now and plan to make a decision at the end of September.  We ran out of time because of lots of discussion about reviews and listings.  We are scheduling a follow up to go through RB next week.  Super interested.  Got to keep them engaged as they go through and vet other vendors."
"[Opportunity]","0060L00000kJx1BQAS","Fresh Coat Painters","001E00000165b9PIAQ","true","false","New Business","Local Services","2018-08-13","Closed Lost","Delayed Opportunity","","Yext","","Quick meeting with Jennifer,  The name of their company is Strategic Franchising and they have 5 brands under their umbrella with Fresh Coat Painters being a main one - 125 locations and True Blue House Care (25 locations).  She needs LLM more than anything - they do own all the GMB and FB pages at the franchisor level.  She spent a lot of time walking me through what they need and was very forthcoming with info.  We were quite short on time so we scheduled a follow-up call for next Friday with her boss."
"[Opportunity]","0060L00000kJyOpQAK","The San Diego Union Tribune - 11/2017","001E000001hOJopIAG","true","false","New Business","Agency","2017-11-06","Closed Lost","Delayed Opportunity","","","",""
"[Opportunity]","0060L00000kJyOuQAK","The San Diego Union Tribune - 11/2017","001E000001hOJopIAG","true","false","New Business","Agency","2017-11-06","Closed Lost","Customer Stopped Responding","","","",""
"[Opportunity]","0060L00000kK1apQAC","Faulhaber Communications - 11/2017","0010L00001icYdjQAE","true","false","New Business","Agency","2017-11-08","Closed Lost","Price/Budget","","","",""
"[Opportunity]","0060L00000kK2EBQA0","Mission Rock Residential, LLC - 12/2017","001E000001EqF5PIAV","true","false","New Business","Multi-Family","2017-12-13","Closed Lost","Customer Stopped Responding","","Birdeye","",""
"[Opportunity]","0060L00000kK2VgQAK","PTL Media Group - 2/2018","0010L00001oPXF2QAO","true","false","New Business","Agency","2018-02-28","Closed Lost","Delayed Opportunity","","","",""
"[Opportunity]","0060L00000kMh8tQAC","Local Online Marketing Solutions - 11/2017","0010L00001ouN1YQAU","true","false","New Business","Agency","2017-11-29","Closed Lost","Customer Stopped Responding","","","",""
"[Opportunity]","0060L00000kMhvlQAC","Real Traffic Productions - 12/2017","001E000000UfcYqIAJ","true","false","New Business","Agency","2017-12-01","Closed Lost","Delayed Opportunity","","Vendasta","",""
"[Opportunity]","0060L00000kMiIpQAK","Kent Building Supplies Inc. - 11/2017","001E000000qJhzuIAC","true","false","New Business","Retail","2017-11-20","Closed Lost","Delayed Opportunity","","","",""
"[Opportunity]","0060L00000kMihPQAS","AppFolio Inc. - 10/2017","0010L00001kT4BRQA0","true","false","New Business","Software","2017-10-17","Closed Lost","Delayed Opportunity","","","",""
"[Opportunity]","0060L00000mJxEeQAK","ROI Amplified - 3/2018","0010L00001rHMNYQA4","true","false","New Business","Agency","2018-03-31","Closed Lost","No Show","","","",""
"[Opportunity]","0060L00000mJxFwQAK","Cranial Technologies Inc - 3/2018","001E000001cEPdSIAW","true","false","New Business","Healthcare","2018-03-16","Closed Lost","Delayed Opportunity","","","",""
"[Opportunity]","0060L00000mJxW7QAK","Delaget - 2/2018","0010L00001ow8KTQAY","true","false","New Business","Software","2018-02-28","Closed Lost","Delayed Opportunity","","","",""
"[Opportunity]","0060L00000mJxhJQAS","Confluence Local Marketing - 3/2018","0010L00001rHgizQAC","true","false","New Business","Agency","2018-03-31","Closed Lost","Reseller Opportunity","","","",""
"[Opportunity]","0060L00000mJxhdQAC","Mobile Marketing LLC - 4/2018","0010L00001oneH4QAI","true","false","New Business","Agency","2018-04-12","Closed Lost","Delayed Opportunity","","","",""
"[Opportunity]","0060L00000mJy16QAC","Storage Etc - 3/2018","0010L00001icNVfQAM","true","false","New Business","Local Services","2018-03-31","Closed Lost","No Show","","","",""
"[Opportunity]","0060L00000mJy1fQAC","California Family Fitness-","0010L00001rHhJCQA0","true","true","New Business","Healthcare","2018-04-30","Closed Won","Yelp Partnership","","Reputology","",""
"[Opportunity]","0060L00000mJy4PQAS","Ten Adams - 2/2018","0010L00001rHhLrQAK","true","false","New Business","Agency","2018-02-25","Closed Lost","Lost to Competitor","","Reputation.com","Reason Given: Features","Met with Randy and Brandon - Ten Adams is a healthcare branding, marketing + advertising agency. Work with hospitals and healthcare organizations. They have 54 clients now that they can onboard onto Chatmete Daily alerts to new reviews, and the ability to reply within a platform. Also producing a client report each month of activity across all their locations. Looking for a solution that is scalable and economical. The cost per listing is key to being able to offer this service as we add new clients and locations. They're currently using Rep. com and were told by them that Yelp had recent ""API changes"" and because of that, they're no longer getting Yelp reviews. They're much more focused on Reputation and wanted to know how flexible we are and how simple it is to add on locations. They also wanted to be sure they can print numerous types of reports by location or by group. And what reports are automated..Talked to them about our minimum which they woul\d be at to start, and add more as they go. They were impressed with the platform but mentioned our competitors like BirdEye are in the $18-20 range. Wanted followups and asked we reconnect late next week after they've had the chance to review all."
"[Opportunity]","0060L00000mJy9UQAS","Bauer Built Inc. - 3/2018","0010L00001kQcW5QAK","true","false","New Business","Automotive","2018-03-31","Closed Lost","Delayed Opportunity","","Yext","",""
"[Opportunity]","0060L00000mJyBkQAK","Triagetech - 3/2018","0010L00001n6glAQAQ","true","false","New Business","Agency","2018-03-31","Closed Lost","Reseller Opportunity","","","",""
"[Opportunity]","0060L00000mJyGpQAK","Berkshire Hathaway Automotive - New Business","001E000001cEPWnIAO","true","true","New Business","Automotive","2018-10-31","Closed Won","Relationship w/ Sales Rep","","Yext","",""
"[Opportunity]","0060L00000mK00JQAS","Josh Ellis Marketing - 3/2018","0010L00001rHgJGQA0","true","false","New Business","Agency","2018-03-31","Closed Lost","No Show","","","",""
"[Opportunity]","0060L00000mK0K1QAK","OK Tire - 5/2018","001E000001EqFzmIAF","true","false","New Business","Automotive","2018-05-24","Closed Lost","Delayed Opportunity","","Yext","",""
"[Opportunity]","0060L00000mK0UpQAK","Hines - 3/2018","001E000001ibOLoIAM","true","false","New Business","Multi-Family","2018-03-31","Closed Lost","No Show","","Reputation.com","",""
"[Opportunity]","0060L00000mK17wQAC","Giant Tiger Stores Limited - 3/2018","001E000000qJhnrIAC","true","false","New Business","Retail","2018-03-31","Closed Lost","No Show","","","",""
"[Opportunity]","0060L00000mK1BjQAK","Camilyo - 3/2018","0010L00001n6oKrQAI","true","false","New Business","Agency","2018-03-31","Closed Lost","No Show","","","",""
"[Opportunity]","006E000000GeBs1IAF","ABC Fine Wines and Spirits-","001E000000qIAlaIAG","true","false","New Business","Retail","2014-05-31","Closed Lost","Customer Stopped Responding","","Momentfeed","",""
"[Opportunity]","006E000000EznTfIAJ","7-Eleven","001E000000BLfBuIAL","true","false","New Business","Agency","2014-04-30","Closed Lost","Customer Changed Priorities","","","",""
"[Opportunity]","006E000000GeD1LIAV","Medical Facilities of America-","001E000000qIFKfIAO","true","true","New Business","Healthcare","2014-05-08","Closed Won","","","","","40 locations.  Recently assigned to cleaning up the retirement home company's social mess.  Content, reputation, etc.  Appt booked for next week to present."
"[Opportunity]","006E000000EznTpIAJ","Haystak Digital Marketing LLC - 12/2015","001E000000UfcZrIAJ","true","false","New Business","Agency","2015-12-31","Closed Lost","Customer Changed Priorities","","Kenshoo","","VinSocial is now in Haystak and Joey is pioneering our platform integration in to their dealers.

The big decision:
buy, build, or use competition

Face2face preso soon."
"[Opportunity]","006E000000GeDCAIA3","City Furniture, Inc. - 3/2014","001E000000qIFaxIAG","true","false","New Business","Retail","2014-03-31","Closed Lost","Lost to Competitor","Unknown","Other","","26 Location furniture store chain"
"[Opportunity]","006E000000EznbPIAR","AutoLoop - 4/2014","001E000000okTDnIAM","true","false","New Business","Agency","2014-04-11","Closed Lost","Delayed Opportunity","","","",""
"[Opportunity]","006E000000GeEKtIAN","ELead One","001E000000jDQrKIAW","true","false","New Business","Software","2014-04-30","Closed Lost","Delayed Opportunity","","","",""
"[Opportunity]","006E000000EznbjIAB","J&L Marketing","001E000000okfMVIAY","true","false","New Business","Agency","2014-09-01","Closed Lost","Delayed Opportunity","","","","400 dealers.  Interested.  Discussion proposal today."
"[Opportunity]","006E000000GeELDIA3","U-Swirl","001E000000qHjhXIAS","true","false","New Business","Software","2014-04-30","Closed Lost","Customer Stopped Responding","","","",""
"[Opportunity]","006E000000EznfWIAR","CarXRM","001E000000paqSQIAY","true","false","New Business","Agency","2014-12-31","Closed Lost","Customer Stopped Responding","","","",""
"[Opportunity]","006E000000GecWOIAZ","Medi-weightloss Clinics - 3/2014","001E000000r0GMAIA2","true","false","New Business","Local Services","2014-03-31","Closed Lost","Lost to Competitor","","","",""
"[Opportunity]","006E000000EznhIIAR","Friendly's Restaurants/Friendly's Ice Cream - 3/2014","001E000000qJiJTIA0","true","false","New Business","Restaurant","2014-03-07","Closed Lost","Delayed Opportunity","","Rio SEO","",""
"[Opportunity]","006E000000Gee7ZIAR","Auto Fusion-","001E000000r0Ku4IAE","true","false","New Business","Agency","2014-09-30","Closed Lost","Delayed Opportunity","","","",""
"[Opportunity]","006E000000GegtaIAB","HCA","001E000000r0WYfIAM","true","false","New Business","Healthcare","2014-04-18","Closed Lost","Customer Stopped Responding","","Yext","",""
"[Opportunity]","006E000000EznrNIAR","Skechers USA, Inc. - 3/2014","001E000000cGBcBIAW","true","false","New Business","Retail","2014-03-14","Closed Lost","Lost to Competitor","Where2GetIt","","",""
"[Opportunity]","006E000000GengfIAB","Belron US (Safelite Auto Glass)-","001E000000r28kCIAQ","true","false","New Business","Automotive","2014-03-31","Closed Lost","Customer Stopped Responding","","","",""
"[Opportunity]","006E000000EznrcIAB","Meineke - Xivic","001E000000rTwtCIAS","true","true","New Business","Agency","2014-01-17","Closed Won","","","","",""
"[Opportunity]","006E000000GeuRtIAJ","PGI Auto-","001E000000UfcefIAB","true","false","New Business","Agency","2014-03-31","Closed Lost","Customer Stopped Responding","","","",""
"[Opportunity]","0060L00000kNZNuQAO","Alliance Residential","001E000000Ufcd1IAB","true","false","New Business","Multi-Family","2018-09-17","Closed Lost","Delayed Opportunity","","","","10/9/17 . Alliance Residential manages and/or owns or supports 400 properties throughout the US.  The support split is about 40% : 60%  between fully managing the properties and the property doing its own management and marketing.  Each property uses them in a different capacity.  She is always educating about SEO and therefore well versed in this.  USing rep.com right now and she did not know when up for renewal. She knows that Rep.com will be cut off from Yelp.  Meeting in 2 weeks and she will met internally.  May get more folks on the call. Very nice lady"
"[Opportunity]","0060L00000kNbRUQA0","Berkadia Real Estate Advisors - 1/2018","001E000001cEPWmIAO","true","false","New Business","Multi-Family","2018-01-19","Closed Lost","Customer Not Qualified","","","",""
"[Opportunity]","0060L00000kNbpbQAC","Pizza Plus, Inc - 10/2017","001E000000qJiG4IAK","true","false","New Business","Restaurant","2017-10-23","Closed Lost","Delayed Opportunity","","","",""
"[Opportunity]","0060L00000kNbpvQAC","Villa Serena Communities - 3/2018","001E000001hP4qXIAS","true","false","New Business","Multi-Family","2018-03-11","Closed Lost","Delayed Opportunity","","","","23 properties.  Meeting was scheduled with Israel, who was just let go so Martin took the call kind of blind because his boss Jeannie asked him to find out what we do.  So he was really just vetting the product and trying to figure out if it was even worth the time to talk to me,  He tried to cut me off 10 minutes in and asked what the price was.  I told him to wait there was more :)   After completing the demo he commented it's very valuable insight and definitely could help them, especially him who now has to deal with all of reputation.  He own the GMB account.  They are doing lots of rebuilding projects now after the hurricane in Houston and wants to circle back end of month."
"[Opportunity]","0060L00000kNbqFQAS","ADVANCED MEDICAL PAIN& REHABILITATION CENTER - 11/2017","0010L00001oxKP4QAM","true","false","New Business","Healthcare","2017-11-09","Closed Lost","Customer Not Qualified","","","",""
"[Opportunity]","0060L00000kNbxuQAC","Steve & Kates Camp - 6/2018","001E000000qJiRDIA0","true","false","New Business","Local Services","2018-06-10","Closed Lost","Price/Budget","","","","This is primarily a summer camp run out of schools.  40 locations now throughout the US . VERY cyclical business. Bulk of everything happens Spring-Summer.  Liked the dashboard and all the data in one place.  Saw how much that would help her job and insight provided.   Claimed all their GMB and Yelp Pages but not FB.  Wants followups and talk next week.  She needs to sell this up."
"[Opportunity]","0060L00000kNcC1QAK","Houlihan's Restaurants, Inc. - 10/2017","001E000000heZJvIAM","true","false","New Business","Restaurant","2017-10-17","Closed Lost","Lost to Competitor","","Momentfeed","",""
"[Opportunity]","0060L00000kNcaDQAS","Glacier Restaurant - 1/2018","001E000000qJho6IAC","true","false","New Business","Restaurant","2018-01-31","Closed Lost","Delayed Opportunity","","Yext","",""
"[Opportunity]","0060L00000kNrLBQA0","Advance Care Card - 1/2018","0010L00001piAPdQAM","true","false","New Business","Agency","2018-01-05","Closed Lost","Customer Stopped Responding","","","",""
