Id,AccountId,IsClosed,IsWon,Type,Industry__c,CloseDate,StageName,Lost_Reason__c,Lost_to_Competitor__c,With_Competitor__c,Won_Loss_Detail__c
0060h000016z0OWAAY,0010L00001jAd5KQAS,TRUE,FALSE,New Business,Healthcare,4/30/2019,Closed Lost,Non Decision Maker,,,"friend was screening her cell phone, she obv doesnt want to talk to me.  seemed like shakey ground and i dont think she has any power."
0060h000017HXfTAAW,001E000001cEPW3IAO,TRUE,FALSE,New Business,Healthcare,4/9/2019,Closed Lost,SE Turnover,,Reputation.com,
0060h000016zP4GAAU,001E000001hQLt1IAG,TRUE,FALSE,New Business,Healthcare,4/3/2019,Closed Lost,Budget,,,"No budget and no timeline at this time,  BDR staying on top"
0060h000017JwvbAAC,0010h00001Xn6ZrAAJ,TRUE,FALSE,New Business,Healthcare,4/3/2019,Closed Lost,No Show,,,
0060h000017JhzkAAC,0010h00001Xn6bOAAR,TRUE,FALSE,New Business,Healthcare,4/3/2019,Closed Lost,Non Decision Maker,,,"wrong person, cam is trying for someone else"
0060h000016zF7XAAU,0010L00001idaURQAY,TRUE,FALSE,New Business,Healthcare,4/2/2019,Closed Lost,Reseller Opportunity,,,tanias reseller canablized this deal
0060h000017HMr8AAG,0010L00001mQiRxQAK,TRUE,FALSE,New Business,Healthcare,4/2/2019,Closed Lost,Customer Stopped Responding,,Yext,Assigned to BDR to get on for an appointment
0060h000017I2fTAAS,001E000001EqDwpIAF,TRUE,FALSE,New Business,Healthcare,4/2/2019,Closed Lost,Customer Stopped Responding,,,Moving to closed and have BDR on her to get backon
0060h000016z5gBAAQ,0010h00001Zp7aCAAR,TRUE,FALSE,New Business,Healthcare,3/31/2019,Closed Lost,Other (Explain),,,This was an RFP that we did last minute months ago - finally heard back the other day that they selected another vendor but did not disclose who or why.
0060h000017Hl6XAAS,0010h00001Y0eunAAB,TRUE,FALSE,New Business,Healthcare,3/28/2019,Closed Lost,Customer Stopped Responding,,,Stopped responding after they said they need to look at their 2 year agreement with Yext. They are interested when their agreements come up.
0060h000016yfwoAAA,001E000001dr3r9IAA,TRUE,FALSE,New Business,Healthcare,3/27/2019,Closed Lost,Non Decision Maker,,,"They are currently with Influence Health - even though she liked the platform, she has no decision-making process at all and she has no idea when their contract is up - need to find the right person and when their contract comes up for renewal."
0060h000017HNJCAA4,0010h00001Y0dv3AAB,TRUE,FALSE,New Business,Healthcare,3/25/2019,Closed Lost,SE Turnover,,,Spent 2 months not getting back to me then finally said they went with someone else.  Probably Ella took this one to Brandify
0060h000017JJ47AAG,0010h00001ZKbsKAAT,TRUE,FALSE,New Business,Healthcare,3/22/2019,Closed Lost,Customer Stopped Responding,,,Inherited this account - did not get anywhere - transferring to BDR's
0060h000017K0wiAAC,0010h00001Xn6a8AAB,TRUE,FALSE,New Business,Healthcare,3/22/2019,Closed Lost,No Show,,Reputation.com,Over a month to reschedule and get back on - closing for now
0060h000017JIMOAA4,001E000001EqF3pIAF,TRUE,FALSE,New Business,Healthcare,3/21/2019,Closed Lost,No Show,,,Prospect never showed up for the first presentation - Greg tried to get her back on but never responded.
0060h000017IhDZAA0,001E000001cEPpoIAG,TRUE,FALSE,New Business,Healthcare,3/21/2019,Closed Lost,Customer Stopped Responding,,,Meet with them at Digital Transformation - had an interest in learning more about Chatmeter but reached out many times but never responded back.
0060h000017IhD0AAK,001E000001cEPlWIAW,TRUE,FALSE,New Business,Healthcare,3/21/2019,Closed Lost,Customer Stopped Responding,,,Met with David at Digital Transformation - was very interested in at the time to learn more about us and then things just didn't click after that - going to have the BDRs reach out - suggest giving this to Cam because he also has a Boston connection.
0060h000017JJy5AAG,0010h00001ZKcGQAA1,TRUE,FALSE,New Business,Healthcare,3/21/2019,Closed Lost,Customer Stopped Responding,,,Originally spoke with Petrina at Omnichannel - she wasn't responsible for reputation but worked very closely with that team. She did make an introduction but her colleagues never responded to me at all - have the BDRs go after it.
0060h000017JksnAAC,0010h00001Y0HS3AAN,TRUE,FALSE,New Business,Healthcare,3/20/2019,Closed Lost,Customer Stopped Responding,,,Sent to Jonathan to keep trying and get proper contact info
0060h000017J3ikAAC,0010L00001owgN0QAI,TRUE,FALSE,New Business,Healthcare,3/15/2019,Closed Lost,SE Turnover,,Yext,
0060h000017J3iaAAC,001E000000qJiBQIA0,TRUE,FALSE,New Business,Healthcare,3/15/2019,Closed Lost,SE Turnover,,,
0060h000017JX5XAAW,0010h00001ZKhNVAA1,TRUE,FALSE,New Business,Healthcare,3/15/2019,Closed Lost,Price/Budget,,,Charles completely pulled a 180 on us - he loves the platform but can't justify the CM minimum right now - we would need to be at $500 per month to even consider it - told him that I would never get that approved.
0060h000017JJheAAG,0010h00001Xn6ZhAAJ,TRUE,FALSE,New Business,Healthcare,3/15/2019,Closed Lost,SE Turnover,,,
0060h000017JbBEAA0,0010L00001id9M5QAI,TRUE,FALSE,New Business,Healthcare,3/13/2019,Closed Lost,Locked in Contract,,Reputation.com,Contract with Rep.com is up in September. Couldn't break it - needs to go on hold until July/August when she wants to switch.
0060h000016yoZyAAI,0010h00001XmiVLAAZ,TRUE,FALSE,New Business,Healthcare,3/12/2019,Closed Lost,Delayed Opportunity,,,"Vendors are on freeze until they complete the 3 hospital merger. But, they are interested in rep management once that clears up."
0060h000017HkEUAA0,0010h00001Xn6auAAB,TRUE,FALSE,New Business,Healthcare,3/6/2019,Closed Lost,No Show,,,
0060h000017K6BdAAK,001E000000jC7NfIAK,TRUE,TRUE,New Business,Healthcare,2/28/2019,Closed Won,Price,,Reputation.com,
0060h000016ypFBAAY,0010h00001ZozDqAAJ,TRUE,TRUE,New Business,Healthcare,2/28/2019,Closed Won,Product Feature: All-In-One Dash,,,This was a referral from Hulin Health
0060h000017IwfOAAS,0010L00001qXBUYQA4,TRUE,FALSE,New Business,Healthcare,2/27/2019,Closed Lost,No Show,,,
0060h000017J8rUAAS,0010h00001Xn6YqAAJ,TRUE,FALSE,New Business,Healthcare,2/27/2019,Closed Lost,SE Turnover,,,Ella Left and the oppty is dead. Looking to reconnect
0060h000017IAO1AAO,0010h00001Y0TJzAAN,TRUE,FALSE,New Business,Healthcare,2/25/2019,Closed Lost,Customer Stopped Responding,,,said she wanted to talk to her partner and hasnt responded since.
0060h000017Jlv6AAC,0010h00001ZKmKIAA1,TRUE,TRUE,New Business,Healthcare,2/21/2019,Closed Won,Product Feature: All-In-One Dash,,Birdeye,Jim - the interim CMO for Pure Dental is very impressed with Chatmeter's flexibility and completeness.  He is also interim CMO at Sonny's BBQ
0060h000017H0EJAA0,001E000001cEQGpIAO,TRUE,FALSE,New Business,Healthcare,2/14/2019,Closed Lost,Customer Stopped Responding,,Binary Fountain,wont return emails or vmails
0060h000017IqkJAAS,0010L00001mutkwQAA,TRUE,FALSE,New Business,Healthcare,2/13/2019,Closed Lost,Delayed Opportunity,,,Need to go back to the main campus - Or back to Suknatika for a referral - she is on an extended holiday
0060h000017HtS3AAK,0010L00001oQzXZQA0,TRUE,FALSE,New Business,Healthcare,2/8/2019,Closed Lost,Customer Stopped Responding,,,Kristy stopped responding after our meeting to explore Chatmeter in December. Engaging BDRs to help get back on line
0060h000017JHpPAAW,0010L00001j9uIWQAY,TRUE,FALSE,New Business,Healthcare,2/6/2019,Closed Lost,Delayed Opportunity,,,Not the right people.  Need to go through corporate.
0060h000017J51WAAS,0010h00001Xn6XCAAZ,TRUE,FALSE,New Business,Healthcare,2/5/2019,Closed Lost,Budget,,,"No budget - wants to reconnect to try and budget for next fiscal that start June, 1st, 2019"
0060h000017IvLBAA0,0010h00001Xn6bJAAR,TRUE,FALSE,New Business,Healthcare,2/4/2019,Closed Lost,Budget,,,Budget has been spent - she wants to reconnect in August 2019 because that's when they'll start budgeting for 2020
0060h000017IpLrAAK,0010h00001Y0cUmAAJ,TRUE,TRUE,New Business,Healthcare,2/1/2019,Closed Won,Product Feature: All-In-One Dash,,Other,Buyer's Journey (Ryan to backfill)
0060h000010afqTAAQ,001E000000gN6ilIAC,TRUE,TRUE,New Business,Healthcare,1/31/2019,Closed Won,Product Feature: All-In-One Dash,,,
0060h000017I66jAAC,001E000000qJhzSIAS,TRUE,FALSE,New Business,Healthcare,1/30/2019,Closed Lost,Locked in Contract,,Reputation.com,In contract with Rep and Yext till end of 2019.  Will revisit in a few months
0060h000016Zk6NAAS,0010h00001Xn6YoAAJ,TRUE,FALSE,New Business,Healthcare,1/28/2019,Closed Lost,Customer Changed Priorities,,,"decided to go another route this year, so they won’t be needing your services. I asked her what route they decided and she would not say."
0060h000016a5b0AAA,0010h00001Xn6ZUAAZ,TRUE,FALSE,New Business,Healthcare,1/25/2019,Closed Lost,Delayed Opportunity,,,"She cancelled our meeting ""till further notice"""
0060h000017IwxrAAC,0010L00001qXBUUQA4,TRUE,FALSE,New Business,Healthcare,1/24/2019,Closed Lost,No Show,,Yext,
0060h000017GiY0AAK,001E000001UlWZ3IAN,TRUE,FALSE,New Business,Healthcare,1/22/2019,Closed Lost,Delayed Opportunity,,,One location in her control
0060h000017H5OJAA0,0010L00001qXBUXQA4,TRUE,FALSE,New Business,Healthcare,1/16/2019,Closed Lost,Customer Stopped Responding,,,Amy stopped responding to my emails - I think that this is not a priority currently. Following up Monthly
0060h000016aDCXAA2,0010L00001qXBUHQA4,TRUE,FALSE,New Business,Healthcare,1/16/2019,Closed Lost,Customer Stopped Responding,,,Closing out for now - Chris is after Becca and her boss to re-engage.
0060h000017H2x8AAC,001E000001cEQ5tIAG,TRUE,FALSE,New Business,Healthcare,1/16/2019,Closed Lost,Delayed Opportunity,,Influence Health,Mauricio working on setting a meeting with AbbyMcNeil
0060h000017HMqyAAG,0010h00001Xn6ZfAAJ,TRUE,FALSE,New Business,Healthcare,1/16/2019,Closed Lost,Customer Stopped Responding,,BrightLocal,Getting a BDR to get them back on.
0060h000017H5NVAA0,0010h00001Xn6XEAAZ,TRUE,FALSE,New Business,Healthcare,1/16/2019,Closed Lost,Delayed Opportunity,,,Need to get back on
0060h000017HMqFAAW,0010h00001ZJGtNAAX,TRUE,FALSE,New Business,Healthcare,1/16/2019,Closed Lost,Customer Stopped Responding,,,Sending to a BDR to book
0060h000017HgeFAAS,0010h00001Xn6Z7AAJ,TRUE,FALSE,New Business,Healthcare,1/15/2019,Closed Lost,Delayed Opportunity,,,Valerie replied in email to let me know that her husband had a heart attack and the budget it frozen until the next fiscal in July - we can follow up in May to try and get on the next budget. She said she see value and wants to keep in touch.
0060h000017GsDQAA0,0010h00001ZJ1cTAAT,TRUE,FALSE,New Business,Healthcare,1/15/2019,Closed Lost,Customer Stopped Responding,,,Prospect simply stop responding.
0060h000017GfR6AAK,0010L00001owgN0QAI,TRUE,FALSE,New Business,Healthcare,1/14/2019,Closed Lost,Customer Stopped Responding,,Yext,Tricia let me know before the new year that her budget was cut and not sure able to move forward... stopped responding after that
0060h000017Io64AAC,0010h00001XmmecAAB,TRUE,TRUE,New Business,Healthcare,1/11/2019,Closed Won,Product Feature: Reputation,,,(not filled in by SE)
0060h000017IniCAAS,001E000001cEQNhIAO,TRUE,FALSE,New Business,Healthcare,1/10/2019,Closed Lost,No Show,,,
0060h000017GMBWAA4,0010h00001Xn6XbAAJ,TRUE,FALSE,New Business,Healthcare,1/8/2019,Closed Lost,Locked in Contract,,Reputation.com,Spoke with Michael on his mobile. Rep contract is up in July. They are going to evaluate us 90 prior to that. Said we should reconnect end of March to get started again.
0060h000017GxywAAC,0010h00001Xn6XXAAZ,TRUE,FALSE,New Business,Healthcare,1/7/2019,Closed Lost,Locked in Contract,,Binary Fountain,Recently renewed with Binary Fountain and Yext. Prospect Medical Holdings is the parent company- they want everyone on the same solution. Daphne has been there 6 weeks- did not know exact dates of contracts but said to reach out in Sept.
0060h000017GfVDAA0,0010L00001rGVVeQAO,TRUE,FALSE,New Business,Healthcare,1/4/2019,Closed Lost,Corporate Takeover,,,They are in the year long process of being acquired by LifePoint Health and can't look at CM until after that.
0060h000017HkMfAAK,0010h00001Xn6ZqAAJ,TRUE,FALSE,New Business,Healthcare,1/3/2019,Closed Lost,Budget,,,2019 budget is capped but really wants to revisit for 2020 budget which starts convo in August. BDR to follow up in July to make sure we don't miss window.
0060h000017HN84AAG,0010h00001Xn6bJAAR,TRUE,FALSE,New Business,Healthcare,1/3/2019,Closed Lost,Delayed Opportunity,,,Opp got stuck- Erin couldn't get Diane on call around holidays and have been too busy. Putting BDR on it to get things moving again
0060h000017IiOQAA0,001E000001cEPsPIAW,TRUE,FALSE,New Business,Healthcare,1/2/2019,Closed Lost,Delayed Opportunity,,Rio SEO,Delayed until July when she'll be vetting for next year. Currently with Rio for Listings and NRC for reputation. Putting reschedule task for BDR for July
0060h000017I3D1AAK,001E000000qJiNLIA0,TRUE,FALSE,New Business,Healthcare,12/31/2018,Closed Lost,Stayed with Competitor,Yext and Sprinklr,Yext,Stayed with Competitor - Yext and Sprinklr
0060h000017GVc7AAG,001E000001fq9dXIAQ,TRUE,FALSE,New Business,Healthcare,12/27/2018,Closed Lost,Customer Stopped Responding,,Yext,Had a great call with Andy and then they had a merger and was never able to get a hold of him after that...
0060h000017GOETAA4,001E000001fq9fmIAA,TRUE,FALSE,New Business,Healthcare,12/27/2018,Closed Lost,Delayed Opportunity,,,Delayed opportunity due to holidays.
0060h000017GaBXAA0,0010h00001Y0YRBAA3,TRUE,FALSE,New Business,Healthcare,12/27/2018,Closed Lost,Customer Stopped Responding,,,Josh stopped responding ... need to get him back on the phone.
0060h000017GXiZAAW,0010h00001Y0qE7AAJ,TRUE,FALSE,New Business,Healthcare,12/27/2018,Closed Lost,Lost to Competitor,,Wouldn't Say,Pricing
0060h000017Gt95AAC,0010L00001rJ1Y0QAK,TRUE,FALSE,New Business,Healthcare,12/19/2018,Closed Lost,No Show,,ReviewPush,
0060h000017IBIgAAO,001E000001csDBWIA2,TRUE,FALSE,New Business,Healthcare,12/19/2018,Closed Lost,No Show,,,
0060h000017GXuBAAW,0010L00001mutrfQAA,TRUE,FALSE,New Business,Healthcare,12/18/2018,Closed Lost,No Show,,,
0060h000017GqrrAAC,0010L00001omxHXQAY,TRUE,FALSE,New Business,Healthcare,12/18/2018,Closed Lost,Delayed Opportunity,,Reputation.com,
0060h000017GdADAA0,0010h00001Xn6b6AAB,TRUE,FALSE,New Business,Healthcare,12/18/2018,Closed Lost,No Show,,,
0060h000017GfMkAAK,0010h00001Y11bzAAB,TRUE,FALSE,New Business,Healthcare,12/18/2018,Closed Lost,No Show,,,
0060h000017HNlaAAG,0010h00001Xn6bBAAR,TRUE,FALSE,New Business,Healthcare,12/17/2018,Closed Lost,No Show,,,
0060h000017GNR6AAO,0010h00001Y0bv5AAB,TRUE,TRUE,New Business,Healthcare,12/17/2018,Closed Won,Product Feature: All-In-One Dash,,,Reason Given: Features
0060h000017H1cbAAC,001E00000169TDnIAM,TRUE,FALSE,New Business,Healthcare,12/10/2018,Closed Lost,Delayed Opportunity,,Wouldn't Say,
0060h000017GUQmAAO,0010h00001Xn6XBAAZ,TRUE,FALSE,New Business,Healthcare,12/10/2018,Closed Lost,No Show,,,
0060h000017HLbiAAG,0010h00001ZJGF3AAP,TRUE,FALSE,New Business,Healthcare,12/10/2018,Closed Lost,Price/Budget,,SweetIQ,
0060h000017Hry8AAC,001E000001hQLhpIAG,TRUE,FALSE,New Business,Healthcare,12/7/2018,Closed Lost,Delayed Opportunity,,Birdeye,
0060h000017HOPHAA4,0010h00001Xn6YgAAJ,TRUE,FALSE,New Business,Healthcare,12/7/2018,Closed Lost,Lost to Competitor,,Yext,
0060h000017H83DAAS,0010h00001Xn6ZfAAJ,TRUE,FALSE,New Business,Healthcare,12/3/2018,Closed Lost,Delayed Opportunity,,BrightLocal,
0060h000017GUVmAAO,0010L00001mutrBQAQ,TRUE,FALSE,New Business,Healthcare,12/1/2018,Closed Lost,Customer Stopped Responding,,,
0060h000017HQ5oAAG,0010h00001Xn6Z8AAJ,TRUE,TRUE,New Business,Healthcare,11/30/2018,Closed Won,Price,,,
0060h000017H0JnAAK,0010h00001Y0cMiAAJ,TRUE,TRUE,New Business,Healthcare,11/30/2018,Closed Won,Product Feature: Reputation,,,
0060h000017HNdsAAG,0010h00001Y0eunAAB,TRUE,FALSE,New Business,Healthcare,11/30/2018,Closed Lost,Delayed Opportunity,,,
0060h000016d7gpAAA,001E000001EqEEiIAN,TRUE,FALSE,New Business,Healthcare,11/29/2018,Closed Lost,Delayed Opportunity,,Yext,
0060h000017GOAhAAO,0010L00001j9uIWQAY,TRUE,FALSE,New Business,Healthcare,11/28/2018,Closed Lost,No Show,,,
0060h000017GN3rAAG,001E000001cEPfLIAW,TRUE,FALSE,New Business,Healthcare,11/28/2018,Closed Lost,No Show,,,
0060h000017GOYsAAO,001E000001fq9fiIAA,TRUE,FALSE,New Business,Healthcare,11/28/2018,Closed Lost,No Show,,Reputation.com,
0060h000017GNRkAAO,0010h00001XmdxFAAR,TRUE,FALSE,New Business,Healthcare,11/28/2018,Closed Lost,Delayed Opportunity,,,
0060h000016e1ngAAA,0010h00001Xn6bLAAR,TRUE,FALSE,New Business,Healthcare,11/28/2018,Closed Lost,Lost to Competitor,,Binary Fountain,Reason Given: Other (Put in Notes)
0060h000016dxLpAAI,0010h00001Xo3x9AAB,TRUE,FALSE,New Business,Healthcare,11/27/2018,Closed Lost,Delayed Opportunity,,,
0060h000017Gsg3AAC,0010h00001Y0TJzAAN,TRUE,FALSE,New Business,Healthcare,11/27/2018,Closed Lost,Customer Stopped Responding,,,stopped responding
0060h000017GTjeAAG,0010L00001joDfhQAE,TRUE,FALSE,New Business,Healthcare,11/26/2018,Closed Lost,Customer Stopped Responding,,,
0060h000016aIISAA2,0010L00001qYIIWQA4,TRUE,FALSE,New Business,Healthcare,11/26/2018,Closed Lost,Customer Stopped Responding,,,
0060h000017GaCVAA0,0010L00001owlroQAA,TRUE,FALSE,New Business,Healthcare,11/26/2018,Closed Lost,Customer Stopped Responding,,,
0060h000016e54sAAA,001E000000gN39vIAC,TRUE,FALSE,New Business,Healthcare,11/26/2018,Closed Lost,Delayed Opportunity,,,
0060h000017GXiyAAG,001E000001cEPmcIAG,TRUE,FALSE,New Business,Healthcare,11/26/2018,Closed Lost,Lost to Competitor,,Binary Fountain,Reason Given: Features
0060h000016ZfpbAAC,0010h00001Xn6YjAAJ,TRUE,FALSE,New Business,Healthcare,11/26/2018,Closed Lost,Lost to Competitor,,Reputation.com,lost to reputation.com signed a 3 years deal
0060h000016dIszAAE,0010h00001Xn6ZGAAZ,TRUE,FALSE,New Business,Healthcare,11/26/2018,Closed Lost,Delayed Opportunity,,Binary Fountain,
0060h000017GU1dAAG,0010h00001Xn6XiAAJ,TRUE,FALSE,New Business,Healthcare,11/26/2018,Closed Lost,Customer Stopped Responding,,,
0060h000017GpEFAA0,0010L00001muu9oQAA,TRUE,FALSE,New Business,Healthcare,11/20/2018,Closed Lost,Customer Stopped Responding,,,
0060h000017GWTMAA4,0010L00001mutslQAA,TRUE,FALSE,New Business,Healthcare,11/20/2018,Closed Lost,Customer Stopped Responding,,,
0060h000017H0jGAAS,0010L00001rIv7SQAS,TRUE,FALSE,New Business,Healthcare,11/20/2018,Closed Lost,Customer Stopped Responding,,,
0060h000017GPfnAAG,001E000001cEPowIAG,TRUE,FALSE,New Business,Healthcare,11/20/2018,Closed Lost,Delayed Opportunity,,,
0060h000017GVBTAA4,0010h00001Y0cNlAAJ,TRUE,FALSE,New Business,Healthcare,11/20/2018,Closed Lost,Customer Stopped Responding,,,
0060h000017GVSAAA4,0010h00001Y0HQbAAN,TRUE,FALSE,New Business,Healthcare,11/20/2018,Closed Lost,Customer Stopped Responding,,,
0060h000017HNQDAA4,0010h00001Xn6YJAAZ,TRUE,FALSE,New Business,Healthcare,11/20/2018,Closed Lost,Stayed with Competitor,,Reputation.com,
0060h000017GUXdAAO,0010h00001Y0YQwAAN,TRUE,FALSE,New Business,Healthcare,11/20/2018,Closed Lost,Customer Stopped Responding,,,
0060h000017GWtFAAW,0010h00001Y0dy7AAB,TRUE,FALSE,New Business,Healthcare,11/20/2018,Closed Lost,Customer Stopped Responding,,,
0060h000017HNYiAAO,0010h00001Xn6bAAAR,TRUE,FALSE,New Business,Healthcare,11/20/2018,Closed Lost,Didn't See Value,,,
0060h000017GTRRAA4,0010h00001Y0e4ZAAR,TRUE,FALSE,New Business,Healthcare,11/20/2018,Closed Lost,Delayed Opportunity,,,
0060h000017GUTlAAO,0010h00001Xn6bQAAR,TRUE,FALSE,New Business,Healthcare,11/20/2018,Closed Lost,No Show,,,
0060h000017GqvKAAS,0010h00001Xn6XSAAZ,TRUE,FALSE,New Business,Healthcare,11/20/2018,Closed Lost,Stayed with Competitor,,Reputation.com,
0060h000017GVBiAAO,0010h00001Y0cTPAAZ,TRUE,FALSE,New Business,Healthcare,11/20/2018,Closed Lost,Customer Stopped Responding,,,
0060h000017HNftAAG,0010h00001ZJAS7AAP,TRUE,FALSE,New Business,Healthcare,11/20/2018,Closed Lost,Customer Stopped Responding,,,
0060h000017HNfjAAG,0010h00001ZJAS7AAP,TRUE,FALSE,New Business,Healthcare,11/20/2018,Closed Lost,Customer Stopped Responding,,,
0060h000017GUTqAAO,0010h00001Xn6auAAB,TRUE,FALSE,New Business,Healthcare,11/19/2018,Closed Lost,No Show,,,
0060h000017H110AAC,0010L00001qXBUYQA4,TRUE,FALSE,New Business,Healthcare,11/16/2018,Closed Lost,Delayed Opportunity,,,Delayed opp - met at conference to talk in the future.
0060h000017GTnbAAG,001E000001cEQA1IAO,TRUE,FALSE,New Business,Healthcare,11/14/2018,Closed Lost,Didn't See Value,,,
0060h000017GTnRAAW,0010L00001mutyAQAQ,TRUE,FALSE,New Business,Healthcare,11/12/2018,Closed Lost,No Show,,,
0060h000017GSnxAAG,0010h00001XmEa9AAF,TRUE,FALSE,New Business,Healthcare,11/12/2018,Closed Lost,No Show,,,
0060h000017GWdZAAW,0010h00001Xn6XVAAZ,TRUE,FALSE,New Business,Healthcare,11/12/2018,Closed Lost,Delayed Opportunity,,,
0060h000017GOaoAAG,0010h00001Y0SlxAAF,TRUE,FALSE,New Business,Healthcare,11/9/2018,Closed Lost,Delayed Opportunity,,,
0060h000017GJLGAA4,0010L00001mutnLQAQ,TRUE,FALSE,New Business,Healthcare,11/8/2018,Closed Lost,No Show,,,
0060h000017GOFqAAO,0010L00001oQzW2QAK,TRUE,FALSE,New Business,Healthcare,11/8/2018,Closed Lost,Delayed Opportunity,,Sprinklr,
0060h000017GxsdAAC,001E000000jC7RFIA0,TRUE,FALSE,New Business,Healthcare,11/8/2018,Closed Lost,Delayed Opportunity,,Yext,
0060h000016dc7FAAQ,0010h00001XmiVLAAZ,TRUE,FALSE,New Business,Healthcare,11/7/2018,Closed Lost,Customer Stopped Responding,,,
0060h000016dZOzAAM,0010h00001Xn6YMAAZ,TRUE,FALSE,New Business,Healthcare,11/7/2018,Closed Lost,Customer Stopped Responding,,,
0060h000017H7QpAAK,0010h00001ZJ99bAAD,TRUE,FALSE,New Business,Healthcare,11/7/2018,Closed Lost,Price/Budget,,,
0060h000017GWLDAA4,001E000001fq9NLIAY,TRUE,FALSE,New Business,Healthcare,11/6/2018,Closed Lost,No Show,,,
0060h000017GdIKAA0,0010h00001Xn6b8AAB,TRUE,FALSE,New Business,Healthcare,11/6/2018,Closed Lost,Customer Stopped Responding,,,customer stopped responding
0060h000017GdonAAC,001E000000jBQmtIAG,TRUE,FALSE,New Business,Healthcare,11/5/2018,Closed Lost,Delayed Opportunity,,,
0060h000016ZY58AAG,0010h00001Xn6bKAAR,TRUE,FALSE,New Business,Healthcare,11/1/2018,Closed Lost,Delayed Opportunity,,,
0060h000016e1i4AAA,0010h00001Xn6X7AAJ,TRUE,FALSE,New Business,Healthcare,11/1/2018,Closed Lost,Lost to Competitor,,,Reason Given: Other (Put in Notes)
0060h000017GURQAA4,0010L00001qXBUXQA4,TRUE,FALSE,New Business,Healthcare,10/31/2018,Closed Lost,Delayed Opportunity,,,
0060h000016cT3cAAE,0010h00001XmmffAAB,TRUE,FALSE,New Business,Healthcare,10/31/2018,Closed Lost,Delayed Opportunity,,,
0060h000017GO9JAAW,0010h00001Xn6ZvAAJ,TRUE,FALSE,New Business,Healthcare,10/31/2018,Closed Lost,Customer Stopped Responding,,,"Stopped by booth @ SHSMD, did not respond to follow up after show to schedule audit"
0060h000016a9y1AAA,001E000001cEQNhIAO,TRUE,FALSE,New Business,Healthcare,10/30/2018,Closed Lost,No Show,,,
0060h000017GxySAAS,0010h00001Xn6YPAAZ,TRUE,FALSE,New Business,Healthcare,10/26/2018,Closed Lost,Delayed Opportunity,,Reputation.com,
0060h000016bukMAAQ,0010h00001XmSyYAAV,TRUE,FALSE,New Business,Healthcare,10/24/2018,Closed Lost,Delayed Opportunity,,Binary Fountain,
0060h000017GPWsAAO,0010L00001mutkwQAA,TRUE,FALSE,New Business,Healthcare,10/23/2018,Closed Lost,Delayed Opportunity,,,
0060h000017GWRLAA4,0010h00001Y0eunAAB,TRUE,FALSE,New Business,Healthcare,10/22/2018,Closed Lost,No Show,,,
0060h000017GVD5AAO,0010h00001Y0cUmAAJ,TRUE,FALSE,New Business,Healthcare,10/22/2018,Closed Lost,Delayed Opportunity,Empathic,Other,
0060h000010ae9YAAQ,0010L00001qWtrLQAS,TRUE,FALSE,New Business,Healthcare,10/19/2018,Closed Lost,Delayed Opportunity,,,
0060h000017GTI9AAO,001E000001cEPT4IAO,TRUE,FALSE,New Business,Healthcare,10/19/2018,Closed Lost,No Show,,,
0060h000017GIPTAA4,001E000001UlWZ3IAN,TRUE,FALSE,New Business,Healthcare,10/19/2018,Closed Lost,Delayed Opportunity,,,
0060h000017GaAZAA0,001E000001cEPWFIA4,TRUE,FALSE,New Business,Healthcare,10/18/2018,Closed Lost,Lost to Competitor,Rep.com,,
0060h000017GVX2AAO,0010h00001Xn6ZMAAZ,TRUE,FALSE,New Business,Healthcare,10/18/2018,Closed Lost,No Show,,,
0060h000016csvBAAQ,0010L00001qXBUUQA4,TRUE,FALSE,New Business,Healthcare,10/17/2018,Closed Lost,Customer Stopped Responding,,Yext,
0060h000017GNi8AAG,001E000000UuGXgIAN,TRUE,FALSE,New Business,Healthcare,10/17/2018,Closed Lost,Delayed Opportunity,,,
0060h000016ZkB6AAK,0010h00001Xn6XAAAZ,TRUE,FALSE,New Business,Healthcare,10/17/2018,Closed Lost,No Show,,,
0060h000016aGGwAAM,0010h00001Y0TJzAAN,TRUE,FALSE,New Business,Healthcare,10/17/2018,Closed Lost,No Show,,,
0060h000016cT0xAAE,0010h00001XmmecAAB,TRUE,FALSE,New Business,Healthcare,10/11/2018,Closed Lost,Customer Not Qualified,,,
0060h000016dnIuAAI,0010h00001Xn6ZPAAZ,TRUE,FALSE,New Business,Healthcare,10/6/2018,Closed Lost,Reseller Opportunity,,,
0060h000016bgSGAAY,0010h00001XmEaxAAF,TRUE,FALSE,New Business,Healthcare,10/5/2018,Closed Lost,Price/Budget,,,
0060h000010bEtPAAU,001E000000xEX3JIAW,TRUE,FALSE,New Business,Healthcare,10/5/2018,Closed Lost,Delayed Opportunity,,Reputation.com,
0060h000016bu1uAAA,001E000001cEQ5tIAG,TRUE,FALSE,New Business,Healthcare,10/5/2018,Closed Lost,Delayed Opportunity,,Influence Health,
0060L00000mKjh0QAC,001E000001cEPgiIAG,TRUE,FALSE,New Business,Healthcare,10/5/2018,Closed Lost,Delayed Opportunity,,Reputation.com,
0060h000016bkezAAA,0010L00001olycfQAA,TRUE,FALSE,New Business,Healthcare,10/4/2018,Closed Lost,No Show,,,
0060h000016cvQkAAI,001E000001cEPSBIA4,TRUE,FALSE,New Business,Healthcare,10/4/2018,Closed Lost,No Show,,,
